cycle,mint_ts,burn_ts,hours,lower_tick,upper_tick,price_lower,price_upper,L_human,L_source,mint_block,burn_block,p_entry_chain,p_exit_chain,p_entry_bn,p_exit_bn,amount0_mint_eth,amount1_mint_usdc,amount0_burn_eth,amount1_burn_usdc,v0_usd,fees_modelled_usd,fees_recorded_usd,fees_onchain_usd,n_swaps,n_swaps_in_range,volume_usd,volume_in_range_usd,mean_liquidity_share,time_in_range_frac,il_chain_usd,basket_delta_chain_usd,il_binance_usd,basket_delta_binance_usd,il_exact_usd,basket_delta_exact_usd,exited_range,frac_eth_entry,frac_eth_exit,n_orphan_exits
1,2026-05-12 18:02:06.275000+00:00,2026-05-12 19:02:07.483000+00:00,1.0003355555555555,-199060,-198960,2266.549037098793,2289.3270890385684,4287.713871685877,onchain_mint,462129338,462143713,2277.2218678083245,2279.766582333637,2276.99,2280.3,0.237984946054515,479.77577,0.18782430758949512,594.066477,1021.720293364526,0.3567110793773472,0.3570851356977307,0.3570851356977388,461,461,1437530.258412,1437530.2584119996,0.0006617795468312464,1.0,-0.06384006732719172,0.6053022514586246,-0.10801020670510297,0.8024806114083276,-0.06384032107166604,0.6056037490307062,False,0.5301594985123157,0.4186065654083823,0
2,2026-05-12 20:02:06.949000+00:00,2026-05-12 21:02:07.435000+00:00,1.000135,-199030,-198930,2273.358552906804,2296.2050381794656,4280.712327615582,onchain_mint,462158012,462172307,2284.861866065537,2284.749374167938,2285.15,2284.89,0.22158929866126578,515.465273,0.22379391693637582,510.428148,1021.7662114393333,0.1734940814085938,0.17367384511588063,0.17367384511583162,262,262,702246.194616,702246.1946159998,0.0006587372478997251,1.0,-0.00012399930574247264,-0.02491371681765031,-0.0006623015160585055,-0.056114572429805776,-0.00012477566315283184,-0.02492700069399234,False,0.4952513787093994,0.5001689514388207,0
3,2026-05-12 22:02:14.068000+00:00,2026-05-13 01:02:07.527000+00:00,2.9981830555555558,-199010,-198910,2277.909591986598,2300.801813664183,3852.65909805257,onchain_mint,462186521,462229354,2288.6072954394886,2282.025391402064,2288.5,2282.73,0.21380738658378023,431.021621,0.329862213256778,165.799903,920.3427657544905,0.6907076106368852,0.6926738667896533,0.6926738667896082,1193,1011,3787309.533776,3117727.9483930035,0.0005014596268128663,0.8482816429170159,-0.3816558358636257,-1.4065607473188493,-0.2932742011061009,-1.2439489689562606,-0.38165673745368167,-1.4072597009869696,False,0.5314086537691063,0.819234512817233,0
4,2026-05-13 02:02:07.115000+00:00,2026-05-13 03:02:08.078000+00:00,1.0002675,-199000,-198900,2280.1885269112977,2303.1036511148077,4267.126014867596,onchain_mint,462243722,462258079,2289.6442115393743,2293.708039087408,2287.73,2294.98,0.26107569136179204,421.780281,0.18204221308370416,602.899345,1019.5507265001675,0.5209865098013873,0.5214081466103477,0.5214081466102632,522,522,2179262.745486,2179262.7454860006,0.0006374709812557991,1.0,-0.16066036971881203,1.0604886871707322,-0.5116488655562534,2.1624507254709897,-0.16066048349023276,1.0609665866779778,False,0.586043608751939,0.40891936468559553,0
5,2026-05-13 04:02:08.849000+00:00,2026-05-13 06:02:07.927000+00:00,1.999743888888889,-198950,-198850,2291.617446599564,2314.647427584028,4260.047580383501,onchain_mint,462272445,462301155,2301.91787861642,2297.785026523388,2302.17,2298.3,0.2446098385143183,457.536582,0.3244249009017853,273.973868,1020.6083425615845,0.6791421474992836,0.678946245950689,0.6789462459507069,695,695,2898665.4531189995,2898665.4531190004,0.0006252970936682713,1.0,-0.16485780531991168,-1.0104523910324588,-0.14452260362793368,-0.9273712252336281,-0.16485875504827163,-1.0109362830801274,False,0.5514380185355334,0.7309843769169743,1
6,2026-05-13 07:02:05.449000+00:00,2026-05-13 08:02:08.670000+00:00,1.0008947222222222,-198950,-198850,2291.617446599564,2314.647427584028,4255.19002438847,onchain_mint,462315552,462330012,2301.9857142328788,2301.748047210123,2302.12,2303.51,0.24302414026845842,460.023016,0.24760279171275693,449.483569,1019.4611151117185,0.19163605429761046,0.1918723868222993,0.1918723868223882,378,378,810513.0270840001,810513.0270840003,0.0006295169815999137,1.0,-0.0005440830923362228,-0.057731029050046345,-0.018602254221377734,0.3340455461847114,-0.0005449792300851186,-0.057758823875360576,False,0.5484945688788997,0.5588076000054217,0
7,2026-05-13 09:02:09.269000+00:00,2026-05-13 11:02:07.352000+00:00,1.9994675,-198890,-198790,2305.4077914389864,2328.57636072923,4240.937411469463,onchain_mint,462344440,462373270,2315.1836333506108,2308.2624808695105,2318.07,2307.6,0.25394649752068993,431.004045,0.3859870053790821,125.7633,1018.9368198066128,0.7197035221823588,0.7190250537113512,0.7190250537114382,844,844,3077565.057008,3077565.057008002,0.0006236085865858533,1.0,-0.4565941417616841,-1.7567979966696612,-1.0438105301428777,-2.0830592015487355,-0.456594755517699,-1.7576024313819971,False,0.5767420248341227,0.8760405737665046,1
8,2026-05-13 12:02:08.492000+00:00,2026-05-13 13:02:06.682000+00:00,0.9994972222222223,-198950,-198850,2291.617446599564,2314.647427584028,4243.84650476494,onchain_mint,462387740,462402159,2302.5043022968093,2287.0925470944762,2304.42,2287.79,0.23241478129804805,481.730504,0.44213113020774947,0.0,1016.8665378561276,0.6147869786902938,0.6144032414627718,0.6144032414627022,1966,663,8046725.677598,2618094.8888139976,0.00021133681095709093,0.33723296032553407,-2.0903358895698148,-3.5801223672348215,-2.520320999253954,-3.2517586904151585,-2.089805404757044,-3.581919714769242,True,0.5259957837193926,1.0,0
9,2026-05-13 14:02:11.798000+00:00,2026-05-13 15:02:07.335000+00:00,0.9987602777777778,-199150,-199050,2246.2426269752773,2268.816606354992,3735.736748714361,onchain_mint,462416585,462430975,2258.3589860390643,2268.827679865921,2258.46,2269.36,0.18148166072519065,476.642098,0.0,887.441217,886.4928373000271,0.7925470109891439,0.7917946798256399,0.7917946798255628,1134,1100,3661487.8865950005,3566675.122776003,0.0005746186700594312,0.9779541446208113,-0.9514950103825868,1.8987907755348488,-1.0287950828947032,1.9578580348629657,-0.9514962413484227,1.8998759413213975,True,0.4620642431356892,0.0,0
