open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2024-06-30 17:00:00,3387.92,3415.74,3387.92,3408.39,304.4645,2024-06-30 17:59:59.999,1037131.243993,3349,165.3012,562917.896536
2024-06-30 18:00:00,3408.39,3422.4,3403.42,3418.62,238.0322,2024-06-30 18:59:59.999,812954.002591,1663,134.1833,458314.26153
2024-06-30 19:00:00,3418.85,3428.56,3413.2,3423.57,208.7464,2024-06-30 19:59:59.999,713994.875682,2634,98.1894,335865.423672
2024-06-30 20:00:00,3423.56,3430.0,3416.18,3416.43,232.8641,2024-06-30 20:59:59.999,797494.245468,2691,115.5099,395617.646115
2024-06-30 21:00:00,3416.01,3419.89,3404.06,3408.8,157.6428,2024-06-30 21:59:59.999,537839.620236,2143,90.9569,310346.549878
2024-06-30 22:00:00,3408.26,3454.93,3408.26,3446.0,567.8698,2024-06-30 22:59:59.999,1952016.98624,6938,309.124,1062921.652287
2024-06-30 23:00:00,3445.29,3451.1,3432.75,3433.19,245.5322,2024-06-30 23:59:59.999,845248.235777,1431,144.8687,498690.682215
2024-07-01 00:00:00,3433.25,3440.76,3427.83,3438.42,177.7661,2024-07-01 00:59:59.999,610623.085096,1109,100.61,345539.676558
2024-07-01 01:00:00,3438.62,3514.63,3436.04,3514.22,924.9121,2024-07-01 01:59:59.999,3223266.104306,6755,456.5786,1590141.366306
2024-07-01 02:00:00,3514.21,3519.09,3490.3,3498.54,488.451,2024-07-01 02:59:59.999,1710586.078034,3533,154.9112,542428.075084
2024-07-01 03:00:00,3498.65,3504.19,3491.42,3494.62,270.4581,2024-07-01 03:59:59.999,946234.287608,1454,91.8884,321514.420121
2024-07-01 04:00:00,3494.62,3496.18,3481.81,3483.55,226.7558,2024-07-01 04:59:59.999,790664.663868,1144,84.2338,293769.887067
2024-07-01 05:00:00,3483.55,3490.88,3481.63,3487.61,1248.2017,2024-07-01 05:59:59.999,4351257.490271,5886,906.6414,3160463.205695
2024-07-01 06:00:00,3487.62,3490.16,3481.21,3485.53,180.4572,2024-07-01 06:59:59.999,628885.677321,660,68.1434,237435.582873
2024-07-01 07:00:00,3485.52,3490.61,3482.81,3487.0,153.9738,2024-07-01 07:59:59.999,536891.51053,1192,68.2779,238059.063679
2024-07-01 08:00:00,3487.28,3491.59,3470.2,3480.4,331.4158,2024-07-01 08:59:59.999,1153271.132699,3000,129.7483,451590.739564
2024-07-01 09:00:00,3479.73,3485.35,3472.68,3478.2,301.4044,2024-07-01 09:59:59.999,1048141.459763,3214,154.9233,538777.275933
2024-07-01 10:00:00,3478.2,3479.99,3462.38,3465.83,237.8829,2024-07-01 10:59:59.999,825523.624231,1097,99.2803,344543.979584
2024-07-01 11:00:00,3465.82,3467.21,3454.12,3455.72,276.1182,2024-07-01 11:59:59.999,955241.077308,1832,110.2181,381236.3126
2024-07-01 12:00:00,3456.01,3473.06,3454.78,3468.81,314.3191,2024-07-01 12:59:59.999,1089371.615059,4142,192.3472,666583.039717
2024-07-01 13:00:00,3468.79,3477.49,3447.5,3456.8,524.5328,2024-07-01 13:59:59.999,1816927.852755,5030,271.972,942240.085842
