close,date,feesUSD,high,low,open,tvlUSD,volumeUSD
0.000008398137188049867392104216307164788,1752796800,6500.848370744281702057555792669472,0.00000856885651872123229022405968665312,0.000008296373765935403999505214025801215,0.000008398137188049867392104216307164788,10002450.86743745537689747937438341,13001696.74148856340411511158533896
0.000008437947897738722252726158169507518,1752710400,9094.889136535514920072497040749386,0.000008524621757703176638351379227488231,0.000008293143038502604733337602725475217,0.000008437947897738722252726158169507518,10920372.75271335733977513724067779,18189778.27307102984014499408149895
0.000008494958033038757854029678887434156,1752624000,5601.358561963486129587970946278573,0.000008541738496150978808786118154945411,0.000008343229087334242600722185636551608,0.000008494958033038757854029678887434156,9389859.719648619421525000834843485,11202717.1239269722591759418925571
0.000008357309179173427444300024265386044,1752537600,7416.316114997252869519285822880328,0.000008634630045212610011440184215417499,0.000008351563470449742226335703680716285,0.000008357309179173427444300024265386044,9294454.880198858057863818690450981,14832632.22999450573903857164576052
0.000008422360228974397360026308325563318,1752451200,5642.307010810766036367914429533918,0.000008434997169377601050789680834967214,0.000008141684623992881853976967654747203,0.000008422360228974397360026308325563318,9557405.01659532142537655750149217,11284614.02162153207273582885906776
0.000008538226155186326353472144577272068,1752364800,2790.161489456704115889045233784171,0.000008546876008268859620571053673579506,0.000008395346840050801632558102314360629,0.000008538226155186326353472144577272068,10257623.93185535333123211211666194,5580322.97891340823177809046756837
0.000008538312631093538962595111253710817,1752278400,2264.339944719602537119797997215547,0.000008575742217244903253354450411544465,0.000008489362791828893508954476559041608,0.000008538312631093538962595111253710817,10852212.20936745715823379213197888,4528679.889439205074239595994431096
0.00000863813622009076285215547739894408,1752192000,5924.892123843383746851789336790386,0.000008691618052647657044513444024867068,0.00000842469950670144240816612801959895,0.00000863813622009076285215547739894408,10765567.92624807812716983497542049,11849784.24768676749370357867358087
0.000009005899919050342913368060517471026,1752105600,7650.226910228536854014124200375547,0.000009067536319340608626414110969033644,0.000008578480746828346774789060330451676,0.000009005899919050342913368060517471026,10666924.21803457933736925463485412,15300453.82045707370802824840075111
0.000009186827422687523765497994347450846,1752019200,8288.008983169437795659859304234109,0.000009282461329547704028325176961255625,0.000008957295754896650792702218587689364,0.000009186827422687523765497994347450846,11995932.49808027739996111730320373,16576017.9663388755913197186084683
