range_pct,range_width,rebalance_count,total_transaction_count,rebalances_per_month,avg_period_days,total_rebalance_cost_usd,initial_swap_fee_usd,total_swap_fees_usd,rebalance_only_swap_fees,total_gas_costs_usd,swap_fees_percentage,gas_costs_percentage,cost_percentage_of_deposit,cost_per_day,cost_per_month,cost_per_year,net_deposit_after_costs,avg_cost_per_transaction,cost_efficiency_score
1.0,±0.5%,4672,4673,383.95616938705626,0.07811719808830872,5394.167754566797,5.0,5277.529674566756,5272.529674566756,116.63807999998545,97.83770017346431,2.162299826534642,53.94167754566798,14.776854937747189,443.3056481324156,5393.552052277724,4605.832245433203,1.1543265042942001,5394.167754566797
2.0,±1.0%,2632,2633,216.3040748772971,0.13864096721103938,3029.742345185654,5.000000000000001,2964.0226651856083,2959.0226651856083,65.71967999999976,97.83084921051204,2.1691507894864452,30.297423451856538,8.299716503190924,248.99149509572771,3029.3965236646873,6970.257654814346,1.1506807235798153,1514.871172592827
3.0,±1.5%,1648,1649,135.43659399611917,0.22137153830604406,1869.5860333582225,5.0,1828.4269933582425,1823.4269933582425,41.15904000000015,97.79849446532029,2.2015055346807815,18.695860333582225,5.121568862070236,153.6470658621071,1869.3726346556364,8130.413966641778,1.1337695775368237,623.1953444527409
4.0,±2.0%,1147,1148,94.26321196210478,0.31798054587688734,1300.7541235558808,5.0,1272.100043555891,1267.100043555891,28.6540800000001,97.7971178809983,2.2028821190024934,13.00754123555881,3.563303157783488,106.89909473350464,1300.605652590973,8699.24587644412,1.13306108323683,325.1885308889702
5.0,±2.5%,812,813,66.7321082068257,0.44900574005740057,906.0843262706599,5.0,885.791846270663,880.791846270663,20.29248000000007,97.76042037019684,2.2395796298035098,9.060843262706598,2.482139462446734,74.46418387340202,905.9809037930579,9093.91567372934,1.1144948662615743,181.21686525413196
6.0,±3.0%,624,625,51.28181714416162,0.5840666666666666,692.7322515435058,5.0,677.1322515435052,672.1322515435052,15.600000000000053,97.74804768144668,2.2519523185532417,6.927322515435058,1.8976799494400338,56.93039848320102,692.6531815456124,9307.267748456494,1.1083716024696093,115.45537525725096
7.000000000000001,±3.5%,488,489,40.10501084351101,0.7465064758009543,549.1496252610611,5.0,536.9441852610598,531.9441852610598,12.20544000000004,97.7773926378992,2.222607362100571,5.491496252610611,1.504347792063174,45.13043376189522,549.0869441030585,9450.850374738939,1.123005368632027,78.44994646586586
8.0,±4.0%,403,404,33.11950690560438,0.9035684818481848,447.9202700794128,4.999999999999999,437.836430079412,432.836430079412,10.083840000000032,97.74874220400586,2.2512577959939715,4.4792027007941275,1.2270387492188,36.811162476564,447.86914346486196,9552.079729920588,1.1087135398005266,55.9900337599266
9.0,±4.5%,333,334,27.366738956740097,1.092939121756487,374.8608682206817,5.0,366.52422822068144,361.52422822068144,8.336640000000026,97.7760708820926,2.223929117907346,3.748608682206817,1.0268988514206552,30.806965542619654,374.8180807685391,9625.139131779319,1.1223379288044362,41.65120758007575
10.0,±5.0%,288,289,23.668530989613057,1.2631199538638984,319.1887168730612,5.0,311.97527687306155,306.97527687306155,7.2134400000000225,97.7400704916307,2.2599295083694173,3.1918871687306116,0.8743898190792682,26.231694572378046,319.15228396393286,9680.811283126939,1.1044592279344678,31.91887168730612
11.0,±5.5%,262,263,21.531788608606323,1.3879911280101396,288.8381585223121,5.0,282.2736785223122,277.2736785223122,6.56448000000002,97.72728089890076,2.2727191010992853,2.888381585223121,0.7912470955981611,23.737412867944833,288.8051898933288,9711.161841477688,1.0982439487540383,26.25801441111928
12.0,±6.0%,222,223,18.24449263782673,1.6369581464872944,247.0837462178433,5.0,241.51766621784395,236.51766621784395,5.566080000000016,97.74729010499462,2.2527098950056548,2.4708374621784333,0.6768645028225361,20.305935084676083,247.05554353022566,9752.916253782158,1.107998861963423,20.590312184820274
13.0,±6.5%,189,190,15.532473461933568,1.9212719298245613,207.32885481850633,5.0,202.58645481850675,197.58645481850675,4.742400000000013,97.71261940160186,2.287380598398358,2.0732885481850634,0.5679594242260189,17.038782726780568,207.30518984249687,9792.671145181494,1.0912044990447702,15.94837344757741
14.000000000000002,±7.0%,165,166,13.560095879465814,2.1990461847389557,182.11169585506514,5.0,177.96833585506556,172.96833585506556,4.143360000000011,97.7248248770924,2.2751751229078296,1.8211169585506515,0.49887920334682834,14.966376100404851,182.09090922159234,9817.888304144935,1.0970584087654527,13.007978275361793
15.0,±7.5%,160,161,13.149183883118365,2.2673395445134576,177.18011081447153,5.0,173.16155081447192,168.16155081447192,4.018560000000011,97.7319350453463,2.268064954653921,1.7718011081447154,0.48536955365224477,14.561086609567344,177.15988708306935,9822.819889185528,1.100497582698581,11.812007387631436
16.0,±8.0%,143,144,11.752083095537039,2.535011574074074,156.62716946016985,5.0,153.03292946017012,148.03292946017012,3.594240000000009,97.70522572016873,2.2947742798314574,1.5662716946016983,0.42906655256752385,12.871996577025715,156.6092916871462,9843.37283053983,1.087688676806735,9.789198091260616
17.0,±8.5%,138,139,11.341171099189589,2.626199040767386,152.59576758724472,5.000000000000001,149.126327587245,144.126327587245,3.4694400000000085,97.7263851711902,2.2736148288099796,1.5259576758724473,0.41802287662297377,12.540686298689213,152.57834996738544,9847.404232412755,1.097811277606077,8.976221622779102
18.0,±9.0%,111,112,9.122246318913366,3.2593005952380953,120.8004245602758,4.999999999999999,118.00490456027597,113.00490456027597,2.795520000000006,97.68583594786544,2.314164052134705,1.208004245602758,0.3309222907712155,9.927668723136465,120.78663613149365,9879.199575439725,1.0785752192881768,6.7111346977931
