range_pct,range_width,rebalance_count,total_transaction_count,rebalances_per_month,avg_period_days,total_rebalance_cost_usd,initial_swap_fee_usd,total_swap_fees_usd,rebalance_only_swap_fees,total_gas_costs_usd,swap_fees_percentage,gas_costs_percentage,cost_percentage_of_deposit,cost_per_day,cost_per_month,cost_per_year,net_deposit_after_costs,avg_cost_per_transaction,cost_efficiency_score
30.0,±15.0%,23,24,1.8901951831982648,15.210069444444445,33.19306065150301,5.0,32.59402065150301,27.59402065150301,0.5990399999999998,98.19528543544274,1.80471456455726,0.3319306065150301,0.09092951211460704,2.727885363438211,33.18927192183157,9966.806939348497,1.3830441938126254,1.1064353550501003
31.0,±15.5%,19,20,1.5614655861203057,18.252083333333335,27.564161328778642,5.0,27.06496132877864,22.06496132877864,0.49919999999999987,98.18895269823136,1.811047301768638,0.2756416132877864,0.07550963039501055,2.2652889118503166,27.56101509417885,9972.435838671221,1.378208066438932,0.8891664944767304
32.0,±16.0%,15,16,1.2327359890423466,22.815104166666668,22.935805314173095,5.0,22.536445314173093,17.536445314173093,0.39935999999999994,98.25879233569698,1.741207664303014,0.22935805314173094,0.06283065032988863,1.884919509896659,22.93318737040935,9977.064194685827,1.4334878321358184,0.7167439160679092
33.0,±16.5%,16,17,1.3149183883118365,21.473039215686274,25.597117162545416,5.0,25.172797162545415,20.172797162545415,0.4243199999999999,98.34231332651444,1.6576866734855578,0.25597117162545413,0.07012108342667389,2.1036325028002167,25.59419545073597,9974.402882837454,1.5057127742673775,0.7756702170468308
34.0,±17.0%,15,16,1.2327359890423466,22.815104166666668,22.80949469303978,5.0,22.41013469303978,17.41013469303978,0.39935999999999994,98.24915016586552,1.7508498341344798,0.2280949469303978,0.062484633333290115,1.8745389999987034,22.806891166650892,9977.19050530696,1.4255934183149863,0.6708674909717582
35.0,±17.5%,12,13,0.9861887912338774,28.080128205128204,20.50840809840071,5.0,20.18392809840071,15.18392809840071,0.32448,98.41781966477787,1.582180335222136,0.20508408098400713,0.056181006090813494,1.685430182724405,20.506067223146925,9979.491591901598,1.5775698537231315,0.5859545170971632
36.0,±18.0%,13,14,1.068371190503367,26.074404761904763,20.3572857286756,5.0,20.007845728675598,15.007845728675598,0.34944,98.28346467865423,1.7165353213457784,0.203572857286756,0.05576701945990348,1.6730105837971043,20.354962102864768,9979.642714271324,1.4540918377625427,0.5654801591298777
37.0,±18.5%,12,13,0.9861887912338774,28.080128205128204,20.466523321760192,5.0,20.14204332176019,15.142043321760191,0.32448,98.4145817298876,1.5854182701123936,0.20466523321760194,0.05606626637624068,1.6819879912872204,20.464187227327848,9979.53347667824,1.5743479478277072,0.5531492789664917
38.0,±19.0%,12,13,0.9861887912338774,28.080128205128204,20.29428630590011,5.0,19.969806305900107,14.969806305900107,0.32448,98.40112633127845,1.598873668721549,0.2029428630590011,0.05559443800269405,1.6678331400808215,20.291969870983326,9979.7057136941,1.5610989466077005,0.5340601659447397
39.0,±19.5%,12,13,0.9861887912338774,28.080128205128204,20.420562414665213,5.0,20.09608241466521,15.096082414665212,0.32448,98.41101340202573,1.5889865979742641,0.20420562414665214,0.05594036045565176,1.6782108136695528,20.418231566312894,9979.579437585335,1.5708124934357857,0.5236041644785951
40.0,±20.0%,10,11,0.8218239926948978,33.18560606060606,17.7410339434763,5.0,17.4664739434763,12.466473943476299,0.27456,98.45240136017573,1.5475986398242632,0.177410339434763,0.048600024499878,1.45800073499634,17.73900894245547,9982.258966056525,1.6128212675887545,0.44352584858690747
41.0,±20.5%,10,11,0.8218239926948978,33.18560606060606,17.712586433562524,4.999999999999999,17.438026433562523,12.438026433562523,0.27456,98.4499158209907,1.5500841790092983,0.17712586433562524,0.04852209501261278,1.4556628503783835,17.710564679603664,9982.287413566437,1.6102351303238658,0.4320143032576225
42.0,±21.0%,10,11,0.8218239926948978,33.18560606060606,17.72739657157472,5.000000000000001,17.452836571574718,12.452836571574718,0.27456,98.45121081997878,1.548789180021209,0.1772739657157472,0.04856266610179126,1.4568799830537378,17.72537312715381,9982.272603428426,1.6115815065067927,0.422080870751779
43.0,±21.5%,8,9,0.6574591941559182,40.56018518518518,14.677582216372551,5.0,14.45294221637255,9.45294221637255,0.22464000000000003,98.46950269677646,1.5304973032235416,0.14677582216372553,0.04020796406722306,1.2062389220166918,14.675906884536417,9985.322417783627,1.630842468485839,0.34133912131098954
44.0,±22.0%,8,9,0.6574591941559182,40.56018518518518,14.633721821707994,5.0,14.409081821707993,9.409081821707993,0.22464000000000003,98.46491546896317,1.5350845310368275,0.14633721821707993,0.04008781231834172,1.2026343695502517,14.632051496194729,9985.366278178291,1.6259690913008882,0.3325845868569999
45.0,±22.5%,8,9,0.6574591941559182,40.56018518518518,14.56121838577511,5.0,14.336578385775109,9.336578385775109,0.22464000000000003,98.45727195315295,1.5427280468470372,0.1456121838577511,0.03988919544100018,1.1966758632300054,14.559556335965066,9985.438781614224,1.6179131539750122,0.32358263079500243
46.0,±23.0%,8,9,0.6574591941559182,40.56018518518518,14.52584618935558,5.0,14.301206189355579,9.301206189355579,0.22464000000000003,98.45351522333607,1.546484776663919,0.1452584618935558,0.03979229637536056,1.1937688912608169,14.524188177006604,9985.474153810645,1.6139829099283978,0.31577926498599085
47.0,±23.5%,8,9,0.6574591941559182,40.56018518518518,14.55146728447819,5.0,14.326827284478188,9.326827284478188,0.22464000000000003,98.45623815380034,1.54376184619966,0.1455146728447819,0.039862483144330156,1.1958744943299047,14.549806347680507,9985.448532715522,1.6168296982753543,0.30960568690379126
