open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2024-06-29 17:00:00,3386.65,3390.5,3381.56,3389.25,2137.4476,2024-06-29 17:59:59.999,7237180.922265,10884,1319.0043,4466193.190073
2024-06-29 18:00:00,3389.26,3390.1,3383.66,3390.01,1904.2071,2024-06-29 18:59:59.999,6448650.10629,9419,982.3837,3327140.802569
2024-06-29 19:00:00,3390.01,3392.31,3376.81,3387.02,3241.4928,2024-06-29 19:59:59.999,10973863.417593,14681,1455.1417,4927000.28345
2024-06-29 20:00:00,3387.02,3389.71,3379.69,3384.22,3556.0666,2024-06-29 20:59:59.999,12032088.247425,11831,1910.1667,6463018.533063
2024-06-29 21:00:00,3384.21,3389.01,3377.88,3389.0,4398.2761,2024-06-29 21:59:59.999,14881255.895086,13276,2542.7054,8603140.291411
2024-06-29 22:00:00,3389.01,3389.01,3371.86,3376.67,4097.4869,2024-06-29 22:59:59.999,13857146.515617,19545,1409.1185,4765191.530592
2024-06-29 23:00:00,3376.68,3383.4,3376.0,3378.8,1570.7961,2024-06-29 23:59:59.999,5308332.767222,9528,776.9192,2625536.402793
2024-06-30 00:00:00,3378.8,3389.61,3376.32,3385.99,4143.2095,2024-06-30 00:59:59.999,14021428.440674,25052,2599.2927,8797391.598572
2024-06-30 01:00:00,3385.99,3387.54,3373.07,3376.15,5629.5622,2024-06-30 01:59:59.999,19017498.45287,19938,3167.8892,10701070.343505
2024-06-30 02:00:00,3376.16,3377.44,3352.66,3362.36,9693.6014,2024-06-30 02:59:59.999,32616709.021693,39143,4530.4869,15246802.337758
2024-06-30 03:00:00,3362.37,3373.86,3360.01,3371.28,4025.6047,2024-06-30 03:59:59.999,13557323.345624,16634,2347.3738,7905534.328241
2024-06-30 04:00:00,3371.28,3373.0,3362.96,3363.57,2170.6346,2024-06-30 04:59:59.999,7310277.56976,12210,982.8401,3310091.033081
2024-06-30 05:00:00,3363.56,3367.77,3358.49,3367.09,3149.0748,2024-06-30 05:59:59.999,10589491.502423,16304,1590.2096,5347822.650337
2024-06-30 06:00:00,3367.1,3377.63,3362.0,3377.63,3051.6972,2024-06-30 06:59:59.999,10280151.108619,14415,1971.1403,6641237.196536
2024-06-30 07:00:00,3377.65,3400.0,3377.0,3394.03,12319.077,2024-06-30 07:59:59.999,41787103.486349,51218,7669.0315,26009475.207474
2024-06-30 08:00:00,3394.03,3399.38,3389.8,3395.07,4828.3215,2024-06-30 08:59:59.999,16393634.318657,20246,2665.9746,9051991.221387
2024-06-30 09:00:00,3395.08,3399.23,3389.34,3390.13,3974.1758,2024-06-30 09:59:59.999,13493275.693367,16094,2305.2659,7827549.303551
2024-06-30 10:00:00,3390.13,3393.48,3386.02,3387.95,4214.7915,2024-06-30 10:59:59.999,14287911.116943,19031,2157.002,7312451.446802
2024-06-30 11:00:00,3387.97,3395.72,3387.53,3389.19,3459.8063,2024-06-30 11:59:59.999,11737834.374758,11678,1888.6911,6407323.438659
