start_utc,end_utc,hours,n_recenters,lp_fees_usd,funding_usd,onchain_cost_usd,rehedge_notional_usd,net_central_usd,lp_value_abs_gap_usd
2026-05-01 04:00:00+00:00,2026-05-01 12:00:00+00:00,7.9775,0,2.3213727843506384,0.035597621409099736,0.5103722460743289,2160.263089549478,-0.20977656834082292,4.440892098500626e-16
2026-05-01 14:00:00+00:00,2026-05-01 18:00:00+00:00,3.995,1,2.643481309696663,0.03241889751731021,0.667426402017658,2025.0234459968603,-0.4850855168575622,4.440892098500626e-16
2026-05-01 21:00:00+00:00,2026-05-02 19:00:00+00:00,21.9775,2,3.157332003592725,0.05186010147176041,1.0045193289717917,4074.549015602783,-1.4432933479205687,8.881784197001252e-16
2026-05-03 02:00:00+00:00,2026-05-03 22:00:00+00:00,19.99972222222222,2,5.244922608609234,0.0725638537260731,1.1303036466130953,3140.174115591432,0.35164017834795214,8.881784197001252e-16
2026-05-04 03:00:00+00:00,2026-05-04 05:00:00+00:00,1.9541666666666666,0,1.1168275108686672,0.00023169225409628023,0.280874174555684,848.6429707546615,-0.26633071236442313,0.0
2026-05-04 11:00:00+00:00,2026-05-04 14:00:00+00:00,2.961388888888889,0,2.9099080162906095,0.004102956897997195,0.5922475132143726,1231.7697937866133,1.813203735837774,4.440892098500626e-16
2026-05-04 16:00:00+00:00,2026-05-04 17:00:00+00:00,0.9983333333333333,0,2.0855864940906934,0.0,0.4374706826656478,957.1100187558193,1.06716394534715,0.0
2026-05-05 01:00:00+00:00,2026-05-05 03:00:00+00:00,1.9975,0,0.6964900688740416,0.001572109769540647,0.3302600778269046,879.6189186352169,-0.25042843398896464,2.220446049250313e-16
2026-05-05 04:00:00+00:00,2026-05-05 16:00:00+00:00,11.984166666666667,0,7.5611500901582644,0.025909692843973136,0.5088769344386266,3075.157060017204,2.7502446256165176,0.0
2026-05-05 17:00:00+00:00,2026-05-06 04:00:00+00:00,10.981388888888889,2,5.201200924657276,0.0028000157385068107,0.9324874805078989,3199.533533358969,-0.639312235131865,1.1102230246251565e-16
