hour_epoch,p0,p1,fees_usd,funding_usd,gamma_pnl_usd,payoff_usd,eth_ntl_usd,exit_ntl_usd,held_optimistic,held_central,held_pessimistic
1777593600,2257.474376496238,2259.3203908127334,0.022908694383207973,0.006266958622877235,-0.002162930366226945,0.027012722639858263,501.35668983017877,496.4733658827996,False,False,False
1777597200,2259.3203908127334,2268.051274192088,0.01704400969273654,0.00527726938315632,-0.048230076419360834,-0.025908797343467974,502.49180011391144,479.39997806176916,False,False,False
1777600800,2268.051274192088,2265.836709039295,0.011386648403291271,0.006092460059741355,-0.003086584408404758,0.014392524054627868,503.38013068894384,509.20625425700774,False,False,False
1777604400,2265.836709039295,2282.5932137564114,0.08804837456236154,0.006290459633351109,-0.17632062951211358,-0.08198179531640093,503.2367706680887,459.0094136710606,False,False,False
1777608000,2282.5932137564114,2280.0196367558187,0.015233842627399245,0.006339545494246889,-0.004115821294757738,0.017457566826888395,507.16363953975116,513.8865731874657,False,False,False
1777611600,2280.0196367558187,2283.6871019673704,0.015163789750369801,0.006271785443005086,-0.008365678671479526,0.013069896521895361,501.74283544040685,492.135667283354,False,False,False
1777615200,2283.6871019673704,2278.0693576440567,0.029484318110953284,0.006302305964780847,-0.01960559677267293,0.016181027303061202,504.18447718246773,518.8546636744061,False,False,False
1777618800,2278.0693576440567,2279.3999472849273,0.01709209085797197,0.005589111848748791,-0.001103625882061643,0.021577576824659116,507.06390099784903,503.5794341169555,False,False,False
1777622400,2279.3999472849273,2285.877933151865,0.021859428589515468,0.006066469344044576,-0.026098605801489594,0.0018272921320704495,503.43308360397145,486.458125769629,False,False,False
1777626000,2285.877933151865,2281.087918744872,0.006801733616932434,0.006305498188983648,-0.01422386299717382,-0.0011166311912577387,504.43985511869175,516.9372194469037,False,False,False
1777629600,2281.087918744872,2281.394800463529,0.016314503337891945,0.0030627617078433996,-5.856299389440933e-05,0.019318702051840934,505.04785512646134,504.24510167709553,False,False,False
1777633200,2281.394800463529,2285.6437378690234,0.02604303383430263,-0.0010542051493305949,-0.011213734973577583,0.013775093711394452,504.21137809957673,493.09156913310903,False,False,False
1777636800,2285.6437378690234,2301.5491021332227,0.09091485943063508,0.0023326978759524194,-0.15615557367484856,-0.06290801636826106,505.0769461843497,463.47762941669396,False,False,False
1777640400,2301.5491021332227,2317.3618687866383,0.09732490416213543,0.006318509260496084,-0.15222345685876215,-0.048580043436130635,505.48074083968663,464.4131696364022,False,False,False
1777644000,2317.3618687866383,2307.906404399657,0.07712461260854765,0.0021539479092421653,-0.0539833354400181,0.025295225077771724,506.4299607923834,530.7432486208426,False,False,False
1777647600,2307.906404399657,2307.3834536306,0.06843063888480402,0.006337277931168979,-0.00016616085921432322,0.07460175595675868,506.9822344935183,508.333722604409,False,False,False
1777651200,2307.3834536306,2302.6964120262833,0.06679456896937928,0.004628031955223524,-0.013365793941702675,0.05805680698290014,502.1736062525525,514.2931691806425,False,False,False
1777654800,2302.6964120262833,2311.9110496184376,0.036715965620309425,0.006279773055808655,-0.051714303942334006,-0.008718565266215922,502.3818444646924,478.4683235365392,False,False,False
1777658400,2311.9110496184376,2304.516981505619,0.023365263191998553,0.006280248164493952,-0.033152413401185576,-0.0035069020446930714,502.41985315951615,521.4948471711316,False,False,False
1777662000,2304.516981505619,2305.7842337737825,0.014387096914031677,0.005365055232248639,-0.0009782316931105095,0.018773920453169807,503.685383627684,500.40303500289554,False,False,False
1777665600,2305.7842337737825,2284.302186881601,0.04849032096387819,0.005542969215209985,-0.2821879636395588,-0.2281546734604706,506.4847601617311,561.9199565980564,False,False,False
1777669200,2284.302186881601,2291.635933880117,0.030624823545597417,0.003631538823283503,-0.03329994860214791,0.0009564137667330067,502.5099384628747,483.32889395868034,False,False,False
1777672800,2291.635933880117,2293.1464080460573,0.017209661910247677,-0.000591331295187067,-0.00140535663171798,0.01521297398334263,507.44983711238916,503.51789103442036,False,False,False
1777676400,2293.1464080460573,2295.380841489525,0.009538133922785654,-0.00037831990301977935,-0.003070822007271934,0.006088992012493941,503.3527182274872,497.5355528390539,False,False,False
1777680000,2295.380841489525,2297.7878127928384,0.012256356193856689,0.0003782401393658194,-0.003556309380962519,0.00907828695225999,503.5145625210588,497.2543534698932,False,False,False
1777683600,2297.7878127928384,2298.8331876236225,0.009557205678058612,0.0044628661993454805,-0.0006696076054061029,0.01335046427199799,503.2153753476249,500.49964386936796,False,False,False
1777687200,2298.8331876236225,2304.2437693791608,0.01832647380481593,0.0034334131564434777,-0.017904272954158307,0.0038556140071010978,506.6048657198999,492.55613324415447,False,False,False
1777690800,2304.2437693791608,2304.9642210883867,0.01610626119884249,0.005233182801902406,-0.00031628575240102985,0.021023158248343866,504.4226092478173,502.5566753935504,False,False,False
1777694400,2304.9642210883867,2300.562515118004,0.008489089317666985,0.006280984438174275,-0.01181201002597665,0.00295806372986461,502.478755053942,513.8722454412465,False,False,False
1777698000,2300.562515118004,2299.9117190936977,0.006513750768155781,0.004291141681698168,-0.00025898731502271843,0.01054590513483123,501.92900959121414,503.6176717712517,False,False,False
1777701600,2299.9117190936977,2305.506146683084,0.013870689801277732,0.0039566223990999015,-0.019123000906224208,-0.0012956887058465753,503.6882613140047,489.1615585874646,False,False,False
1777705200,2305.506146683084,2301.6654012227823,0.00546218987628175,0.0030947912367819638,-0.00898782775363205,-0.00043084664056833484,507.23472649795343,517.1665890280369,False,False,False
1777708800,2301.6654012227823,2303.503429740075,0.0056309307993483975,0.006314581825772385,-0.002062724507263247,0.009882788117857536,505.1665460617908,500.4007798170996,False,False,False
1777712400,2303.503429740075,2305.8948593941964,0.006072962957025359,0.006330259382833651,-0.003485832139148215,0.008917390200710794,506.420750626692,500.2259379439496,False,False,False
1777716000,2305.8948593941964,2303.5992840367635,0.004050795920039617,0.006327330521111477,-0.0032085935388544984,0.007169532902296594,506.18644168891814,512.123742104724,False,False,False
1777719600,2303.5992840367635,2301.175509320271,0.0063558517792775765,0.006239864007914585,-0.003584210784284614,0.009011505002907549,506.16200846173564,512.4370613144799,False,False,False
1777723200,2301.175509320271,2304.000750635904,0.005161494510789332,0.0032100839201228194,-0.004874605250256847,0.0034969731806553037,506.4901497535176,499.16388720754804,False,False,False
1777726800,2304.000750635904,2308.314885112857,0.015099733930582868,0.0032514424248106144,-0.011334706962510377,0.007016469392883105,505.0784349220372,493.9003752854696,False,False,False
1777730400,2308.314885112857,2307.4081845527294,0.005897530790422996,0.005328149357267583,-0.0004993641313669472,0.010726316016323631,505.8817892662245,508.2249337677101,False,False,False
1777734000,2307.4081845527294,2308.870698054996,0.005975737457039232,0.0032502387746164616,-0.0012995966772495482,0.007926379554406145,502.10696017679993,498.3225148105202,False,False,False
1777737600,2308.870698054996,2310.263823333371,0.011474852580016383,0.0027420372154685004,-0.001177727309425447,0.013039162486059436,504.3847427467626,500.78354203673155,False,False,False
1777741200,2310.263823333371,2306.5842458778493,0.003946152166751677,0.005811004822842456,-0.008215104656761119,0.001542052332833015,506.85176694454003,516.3480659156859,False,False,False
1777744800,2306.5842458778493,2309.9433256948596,0.009156991041629056,0.006304096611838414,-0.006857733039817293,0.008603354613650176,504.32772894707307,495.63387719354256,False,False,False
1777748400,2309.9433256948596,2311.855282557744,0.0027144270313820508,0.006268708707578896,-0.0022159980517786892,0.0067671376871822585,501.4966966063117,496.55391989238626,False,False,False
1777752000,2311.855282557744,2310.72945308448,0.0025105632352980566,0.006282123063481828,-0.000767582076350859,0.008025104222429025,502.5698450785462,505.476362838263,False,False,False
1777755600,2310.72945308448,2326.5979234637684,0.08232605600354752,0.00631998322124408,-0.15208239718607386,-0.06343635796128226,505.59865769952637,464.55099718853313,False,False,False
1777759200,2326.5979234637684,2326.9956313402013,0.026877195435389085,0.0063320946738041955,-9.454594399933847e-05,0.03311474416519394,506.56757390433563,505.54783376485096,False,False,False
1777762800,2326.9956313402013,2316.4902466739914,0.014468190907570138,0.006318809435318628,-0.06610117708489582,-0.04531417674200706,505.50475482549024,532.4069165763364,False,False,False
1777766400,2316.4902466739914,2313.2806965872333,0.023646710767058727,0.006281892941426618,-0.006216178943048711,0.023712424765436634,502.5514353141294,510.8188579988462,False,False,False
1777770000,2313.2806965872333,2304.4222140687343,0.023106312728009393,0.006311936548934937,-0.047543291392682985,-0.018125042115738656,504.954923914795,527.7805693571975,False,False,False
1777773600,2304.4222140687343,2303.6649073132567,0.017512815866979503,0.006299263635243286,-0.0003495309597358609,0.02346254854248693,503.9410908194629,505.90214331214975,False,False,False
1777777200,2303.6649073132567,2301.3911181636113,0.007089649324448577,0.006324810948914889,-0.0031540642724777745,0.010260396000885692,505.9848759131911,511.8717338411659,False,False,False
1777780800,2301.3911181636113,2301.949533153832,0.01046081697869609,0.006120318096530393,-0.00019049121645077494,0.016390643858775707,505.9075771866051,504.45990628548884,False,False,False
1777784400,2301.949533153832,2303.482118877955,0.00455269462507465,0.0063049874834945245,-0.001433864241539462,0.009423817867029713,504.39899867956194,500.42532641429926,False,False,False
1777788000,2303.482118877955,2305.2154651497867,0.008286293515304778,0.004770012413601328,-0.001831605484892529,0.011224700444013577,506.47827708657127,501.9885275628778,False,False,False
1777791600,2305.2154651497867,2309.9123775065236,0.018503788802739864,0.0042214512033776665,-0.013420081753318769,0.009305158252798762,501.80101316806537,489.6303279787192,False,False,False
1777795200,2309.9123775065236,2309.3352075685025,0.007657170900485852,0.003556051768441406,-0.00020205339041853843,0.01101116927850872,501.58000598634726,503.07166497356485,False,False,False
1777798800,2309.3352075685025,2316.420357816165,0.02260459851237141,0.0028363669918545836,-0.03041260781692734,-0.004971642312701346,503.1338900653819,484.80653925069294,False,False,False
1777802400,2316.420357816165,2312.4495665654645,0.008526362169883067,0.006284237979325703,-0.009516711447440818,0.005293888701767953,502.7390383460562,512.9664009708408,False,False,False
1777806000,2312.4495665654645,2320.54274455987,0.03654622349687553,0.006339867280058098,-0.03956661968441244,0.0033194710925211895,507.18938240464786,486.2945240329542,False,False,False
1777809600,2320.54274455987,2324.715004924714,0.0243813054829288,0.005894455789154659,-0.010451248534341762,0.019824512737741697,504.1184842682259,493.3835725373895,False,False,False
1777813200,2324.715004924714,2322.880865847336,0.015963307629829938,0.0063173018656319775,-0.002015073546084045,0.02026553594937787,505.38414925055815,510.0904794091322,False,False,False
1777816800,2322.880865847336,2328.3932517822655,0.015247028949418602,0.006300927808139395,-0.01820141683485388,0.003346539922704117,504.0742246511516,489.9032377866975,False,False,False
1777820400,2328.3932517822655,2328.624596986976,0.017674444928382608,0.0054036747954244275,-3.194347859306057e-05,0.023046176245213976,501.7712360643713,501.1780476847236,False,False,False
1777824000,2328.624596986976,2329.0635227932635,0.024415932692962394,0.006342139940200127,-0.00011495732002345105,0.03064311531313907,507.37119521601016,506.2468962256176,False,False,False
1777827600,2329.0635227932635,2331.409428143028,0.019431959821887182,0.005544299239060194,-0.0032812098842420756,0.0216950491767053,506.1992585512558,500.1888902643634,False,False,False
1777831200,2331.409428143028,2331.7254933604245,0.00926160794823591,0.003971511352416901,-5.946770928873246e-05,0.013173651591364077,506.157136064552,505.3483557655658,False,False,False
1777834800,2331.7254933604245,2335.3022029573103,0.01574970241609595,0.0034075864675787615,-0.0076080624377702355,0.011549226445904476,505.31422370857297,496.15824775102067,False,False,False
1777838400,2335.3022029573103,2329.712820747746,0.04839039680127907,0.0038721862210270245,-0.01855910189144705,0.033703481130859046,502.0011954400758,516.2802193445254,False,False,False
1777842000,2329.712820747746,2324.7519555634544,0.05565428436034216,0.0063058253638683896,-0.014688161236276809,0.047271948487933736,504.4660291094711,517.165445584729,False,False,False
1777845600,2324.7519555634544,2343.328048311795,0.13724562504353016,0.005632364890037581,-0.20578797633455537,-0.06290998640098763,505.2853161002235,457.50664630593747,False,False,False
1777849200,2343.328048311795,2322.690072111471,0.0682328376332189,0.004553237426237493,-0.25210487175956064,-0.17931879670010425,505.5389239385672,557.9583724206656,False,False,False
1777852800,2322.690072111471,2319.2816386924414,0.05940718668045966,0.006307312198700574,-0.006973334636719675,0.058741164242440566,504.58497589604593,513.3380724385379,False,False,False
1777856400,2319.2816386924414,2350.7535674503133,0.1302473214441459,0.006266010884875684,-0.591839048070848,-0.45532571574182634,501.2808707900546,419.96676251507284,False,False,False
1777860000,2350.7535674503133,2375.0834966845323,0.2012716315431851,0.006306494842807549,-0.34484450182304194,-0.1372663754370493,504.51958742460386,442.586830182476,False,False,False
1777863600,2375.0834966845323,2384.068299033972,0.08405921637183386,0.0044545275154769465,-0.04622044098015543,0.04229330290715538,502.67189314431164,480.06791979369024,False,False,False
1777867200,2384.068299033972,2390.4333950697483,0.062381085132126216,0.0025640763793822532,-0.02303499140785714,0.041910170103651334,504.064712468006,488.1202747390311,False,False,False
1777870800,2390.4333950697483,2376.4799895353594,0.03501346095616489,0.004068951143849886,-0.11057878097409457,-0.0714963688740798,506.1388127985231,540.9061355436195,False,False,False
1777874400,2376.4799895353594,2369.0628237433884,0.05329767746079258,0.0021515922535388582,-0.03157044013565957,0.023878829578671865,505.234643671361,523.8409107284291,False,False,False
1777878000,2369.0628237433884,2363.3282035796124,0.026395270010858396,0.0034060628576035247,-0.01898351496004369,0.01081781790841823,506.0187573507339,520.4501771709672,False,False,False
1777881600,2363.3282035796124,2360.623570075091,0.0324078929001833,0.0048328755828522625,-0.004240455904727325,0.03300031257830823,502.4353702452736,509.2646949831417,False,False,False
1777885200,2360.623570075091,2368.645830222165,0.028512592196904937,0.005838214591439624,-0.03730764854917057,-0.002956841760826008,503.33775251656385,483.03609718853915,False,False,False
1777888800,2368.645830222165,2338.5649647014393,0.26263076771846056,0.006338916619710859,-0.5252252534226365,-0.25625556908446506,507.11332957686875,582.5997272790781,False,False,False
1777892400,2338.5649647014393,2338.115650120009,0.04756128517898461,0.006034519430313536,-0.00011946433099142839,0.053476340278306715,505.7552092588262,506.9014192458239,False,False,False
1777896000,2338.115650120009,2335.4092498084815,0.03852042085126267,0.002193319228184995,-0.004338082890982253,0.036375657188465416,506.9500122928454,513.8522235687935,False,False,False
1777899600,2335.4092498084815,2337.0719377798505,0.09958026110226806,0.0015873296312536704,-0.001639594285547552,0.09952799644797418,501.716173984977,497.46496635970107,False,False,False
