range_pct,range_width,rebalance_count,avg_period_hours,avg_period_days,rebalances_per_month,efficiency_score
1.0,±0.5%,4672,1.8748127541194093,0.07811719808830872,383.95616938705626,2.1399529210357372e-06
2.0,±1.0%,2632,3.327383213064945,0.13864096721103938,216.3040748772971,7.595898214963919e-06
3.0,±1.5%,1648,5.312916919345057,0.22137153830604406,135.43659399611917,1.8192844147968463e-05
4.0,±2.0%,1147,7.631533101045296,0.31798054587688734,94.26321196210478,3.484320557491289e-05
5.0,±2.5%,812,10.776137761377614,0.44900574005740057,66.7321082068257,6.150061500615007e-05
6.0,±3.0%,624,14.0176,0.5840666666666666,51.28181714416162,9.6e-05
7.000000000000001,±3.5%,488,17.916155419222903,0.7465064758009543,40.10501084351101,0.00014314928425357876
8.0,±4.0%,403,21.685643564356436,0.9035684818481848,33.11950690560438,0.00019801980198019803
9.0,±4.5%,333,26.230538922155688,1.092939121756487,27.366738956740097,0.0002694610778443114
10.0,±5.0%,288,30.314878892733564,1.2631199538638984,23.668530989613057,0.0003460207612456748
11.0,±5.5%,262,33.31178707224335,1.3879911280101396,21.531788608606323,0.0004182509505703422
12.0,±6.0%,222,39.28699551569507,1.6369581464872944,18.24449263782673,0.0005381165919282511
13.0,±6.5%,189,46.11052631578947,1.9212719298245613,15.532473461933568,0.0006842105263157895
14.000000000000002,±7.0%,165,52.77710843373494,2.1990461847389557,13.560095879465814,0.0008433734939759037
15.0,±7.5%,160,54.41614906832298,2.2673395445134576,13.149183883118365,0.0009316770186335404
16.0,±8.0%,143,60.84027777777778,2.535011574074074,11.752083095537039,0.0011111111111111111
17.0,±8.5%,138,63.02877697841727,2.626199040767386,11.341171099189589,0.001223021582733813
18.0,±9.0%,111,78.22321428571429,3.2593005952380953,9.122246318913366,0.0016071428571428571
19.0,±9.5%,111,78.22321428571429,3.2593005952380953,9.122246318913366,0.0016964285714285714
20.0,±10.0%,86,100.70114942528735,4.19588122605364,7.067686337176121,0.0022988505747126436
21.0,±10.5%,88,98.43820224719101,4.101591760299626,7.232051135715101,0.0023595505617977526
22.0,±11.0%,68,126.97101449275362,5.290458937198068,5.588403150325305,0.003188405797101449
23.0,±11.5%,76,113.77922077922078,4.740800865800866,6.245862344481223,0.0029870129870129872
24.0,±12.0%,69,125.15714285714286,5.214880952380953,5.6705855495947945,0.0034285714285714284
25.0,±12.5%,58,148.4915254237288,6.187146892655367,4.7665791576304075,0.00423728813559322
26.0,±13.0%,59,146.01666666666668,6.084027777777778,4.848761556899897,0.004333333333333333
27.0,±13.5%,49,175.22,7.300833333333333,4.026937564204999,0.0054
28.000000000000004,±14.0%,50,171.7843137254902,7.157679738562091,4.109119963474489,0.005490196078431373
28.999999999999996,±14.5%,48,178.79591836734693,7.449829931972789,3.9447551649355095,0.005918367346938775
30.0,±15.0%,45,190.45652173913044,7.9356884057971016,3.6982079671270403,0.006521739130434782
31.0,±15.5%,44,194.6888888888889,8.112037037037037,3.6160255678575504,0.006888888888888889
32.0,±16.0%,41,208.5952380952381,8.691468253968255,3.369478370049081,0.007619047619047619
33.0,±16.5%,39,219.025,9.126041666666667,3.2051135715101013,0.00825
34.0,±17.0%,39,219.025,9.126041666666667,3.2051135715101013,0.0085
35.0,±17.5%,39,219.025,9.126041666666667,3.2051135715101013,0.008749999999999999
36.0,±18.0%,32,265.4848484848485,11.061868686868687,2.629836776623673,0.010909090909090908
37.0,±18.5%,35,243.36111111111111,10.140046296296296,2.876383974432142,0.010277777777777778
38.0,±19.0%,33,257.6764705882353,10.736519607843137,2.712019175893163,0.011176470588235295
39.0,±19.5%,29,292.03333333333336,12.168055555555556,2.3832895788152038,0.013000000000000001
40.0,±20.0%,25,336.96153846153845,14.040064102564102,2.0545599817372446,0.015384615384615385
41.0,±20.5%,25,336.96153846153845,14.040064102564102,2.0545599817372446,0.015769230769230768
42.0,±21.0%,23,365.0416666666667,15.210069444444445,1.8901951831982648,0.017499999999999998
43.0,±21.5%,25,336.96153846153845,14.040064102564102,2.0545599817372446,0.016538461538461537
44.0,±22.0%,23,365.0416666666667,15.210069444444445,1.8901951831982648,0.018333333333333333
45.0,±22.5%,23,365.0416666666667,15.210069444444445,1.8901951831982648,0.01875
46.0,±23.0%,23,365.0416666666667,15.210069444444445,1.8901951831982648,0.01916666666666667
47.0,±23.5%,23,365.0416666666667,15.210069444444445,1.8901951831982648,0.01958333333333333
48.0,±24.0%,21,398.22727272727275,16.59280303030303,1.7258303846592853,0.021818181818181816
49.0,±24.5%,19,438.05,18.252083333333335,1.5614655861203057,0.0245
50.0,±25.0%,19,438.05,18.252083333333335,1.5614655861203057,0.025
