arm,half_width_ticks,width_pct,envelope,envelope_bps,window,hours,net_usd,per_day_usd,lp_fees_usd,il_usd,basket_delta_usd,lp_value_change_usd,onchain_cost_usd,hedge_price_pnl_usd,funding_usd,rehedge_notional_usd,swapped_notional_usd,n_recenters,n_rehedges,volume_usd,volume_in_range_usd,n_swaps,seconds_out_of_range
arm_0.1pct,10.0,0.0010004501200209237,optimistic,1.984,full,2855.893611111111,-2709.0184569382905,-22.765709028363887,3279.8295338157022,-4985.32766120169,93.32026739472443,-5075.694226304357,670.1566512221877,102.39254585739785,12.73365108464185,1805057.006902659,1110502.8112942525,2307,5164,522096514.1686946,110826321.7057342,869112,9018863.0
arm_0.1pct,10.0,0.0010004501200209237,optimistic,1.984,2026-05,743.9455555555555,-675.5483075650338,-21.793475692523394,931.124509372389,-1294.6865379416547,19.975188039980104,-1428.74118017512,173.4194071073469,91.81911638389123,4.499883132773711,508221.92122792744,286497.4880840871,607,1351,169544176.9251543,38219599.92220785,202274,2395871.0
arm_0.1pct,10.0,0.0010004501200209237,optimistic,1.984,2026-06,720.0,-455.8681369010029,-15.195604563366764,925.1822599688949,-1137.0862908983124,-17.438311186339103,-1432.729122584868,174.48181608485464,319.0130615465575,0.2834228339190338,469435.194458929,290282.372618535,587,1307,154645428.64370146,34554956.10041565,239681,2290022.0
arm_0.1pct,10.0,0.0010004501200209237,optimistic,1.984,2026-07,744.0,-745.4910226078846,-24.048097503480147,782.0431321880114,-1294.3179121650685,22.91028398042578,-1232.6675232828834,172.0715796953881,-41.25859510712816,6.1007931162697115,441720.009207491,284457.5377214123,601,1345,126734348.24348883,24186972.660088662,261716,2347044.0
arm_0.1pct,10.0,0.0010004501200209237,optimistic,1.984,2026-08,647.9480555555556,-832.1109898643729,-30.82139623001407,641.4796322864071,-1259.2369201966465,67.87310656065763,-981.5564002614896,150.18384833459848,-267.1810369659232,1.849552001679379,385679.8820083072,249265.4128702202,512,1161,71172560.35635006,13864793.02302177,165441,1985926.0
arm_0.1pct,10.0,0.0010004501200209237,central,3.3586560000000003,full,2855.893611111111,-2957.151701426369,-24.850940020353455,3279.8295338157022,-4985.32766120169,93.32026739472443,-5075.694226304357,670.1566512221877,102.39254585739785,12.73365108464185,1805057.006902659,1110502.8112942525,2307,5164,522096514.1686946,110826321.7057342,869112,9018863.0
arm_0.1pct,10.0,0.0010004501200209237,central,3.3586560000000003,2026-05,743.9455555555555,-745.4113388997836,-24.04728679403858,931.124509372389,-1294.6865379416547,19.975188039980104,-1428.74118017512,173.4194071073469,91.81911638389123,4.499883132773711,508221.92122792744,286497.4880840871,607,1351,169544176.9251543,38219599.92220785,202274,2395871.0
arm_0.1pct,10.0,0.0010004501200209237,central,3.3586560000000003,2026-06,720.0,-520.3993275684163,-17.346644252280544,925.1822599688949,-1137.0862908983124,-17.438311186339103,-1432.729122584868,174.48181608485464,319.0130615465575,0.2834228339190338,469435.194458929,290282.372618535,587,1307,154645428.64370146,34554956.10041565,239681,2290022.0
arm_0.1pct,10.0,0.0010004501200209237,central,3.3586560000000003,2026-07,744.0,-806.2123287055979,-26.0068493130838,782.0431321880114,-1294.3179121650685,22.91028398042578,-1232.6675232828834,172.0715796953881,-41.25859510712816,6.1007931162697115,441720.009207491,284457.5377214123,601,1345,126734348.24348883,24186972.660088662,261716,2347044.0
arm_0.1pct,10.0,0.0010004501200209237,central,3.3586560000000003,2026-08,647.9480555555556,-885.128706252574,-32.78517277414744,641.4796322864071,-1259.2369201966465,67.87310656065763,-981.5564002614896,150.18384833459848,-267.1810369659232,1.849552001679379,385679.8820083072,249265.4128702202,512,1161,71172560.35635006,13864793.02302177,165441,1985926.0
arm_0.1pct,10.0,0.0010004501200209237,pessimistic,8.32,full,2855.893611111111,-3852.702576511815,-32.376857974169866,3279.8295338157022,-4985.32766120169,93.32026739472443,-5075.694226304357,670.1566512221877,102.39254585739785,12.73365108464185,1805057.006902659,1110502.8112942525,2307,5164,522096514.1686946,110826321.7057342,869112,9018863.0
arm_0.1pct,10.0,0.0010004501200209237,pessimistic,8.32,2026-05,743.9455555555555,-997.5577168550486,-32.181636177182995,931.124509372389,-1294.6865379416547,19.975188039980104,-1428.74118017512,173.4194071073469,91.81911638389123,4.499883132773711,508221.92122792744,286497.4880840871,607,1351,169544176.9251543,38219599.92220785,202274,2395871.0
arm_0.1pct,10.0,0.0010004501200209237,pessimistic,8.32,2026-06,720.0,-753.3022761101803,-25.110075870339344,925.1822599688949,-1137.0862908983124,-17.438311186339103,-1432.729122584868,174.48181608485464,319.0130615465575,0.2834228339190338,469435.194458929,290282.372618535,587,1307,154645428.64370146,34554956.10041565,239681,2290022.0
arm_0.1pct,10.0,0.0010004501200209237,pessimistic,8.32,2026-07,744.0,-1025.364820441751,-33.07628453037906,782.0431321880114,-1294.3179121650685,22.91028398042578,-1232.6675232828834,172.0715796953881,-41.25859510712816,6.1007931162697115,441720.009207491,284457.5377214123,601,1345,126734348.24348883,24186972.660088662,261716,2347044.0
arm_0.1pct,10.0,0.0010004501200209237,pessimistic,8.32,2026-08,647.9480555555556,-1076.4777631048364,-39.872743027779514,641.4796322864071,-1259.2369201966465,67.87310656065763,-981.5564002614896,150.18384833459848,-267.1810369659232,1.849552001679379,385679.8820083072,249265.4128702202,512,1161,71172560.35635006,13864793.02302177,165441,1985926.0
arm_0.2pct,20.0,0.0020019011404843745,optimistic,1.984,full,2855.893611111111,-2226.331358678071,-18.709363822374854,3073.6973276276344,-4519.792384100151,175.95806266484055,-4529.769967750081,538.2858279370843,65.70744305447896,14.464561262246326,1573310.9623753277,894834.853418204,1818,4675,522096514.1686946,197718659.15157047,869112,7266727.0
arm_0.2pct,20.0,0.0020019011404843745,optimistic,1.984,2026-05,743.9455555555555,-516.319896348941,-16.656699431614808,845.7927044040356,-1173.1258608390222,31.503129867828644,-1295.957736521868,142.18556968506167,155.68638967694991,4.7700215424478145,425532.79115647625,236005.5377013803,484,1228,169321862.17341363,66570066.97021997,202031,1988840.0
arm_0.2pct,20.0,0.0020019011404843745,optimistic,1.984,2026-06,720.0,-366.4136266509754,-12.213787555032514,873.616359840258,-1028.516903872428,22.185336026061776,-1287.7724989475046,134.28492849042223,265.50713366380495,0.6741238924852733,424162.3821048231,223798.90492807413,447,1167,154810621.1973627,62771635.07931448,239779,1864897.0
arm_0.2pct,20.0,0.0020019011404843745,optimistic,1.984,2026-07,744.0,-657.4374856783712,-21.207660828334557,745.9356118398306,-1179.224217597966,59.78569295038722,-1079.9072435385065,138.75691361587818,-113.30325281013182,6.496585088524991,392652.583882109,230093.2485274068,476,1220,126791470.44156827,43837893.58359393,261861,1848264.0
arm_0.2pct,20.0,0.0020019011404843745,optimistic,1.984,2026-08,647.9480555555556,-686.1603499997827,-25.415383623421985,608.3526515435092,-1138.925401790735,62.48390382056301,-866.132488742201,123.0584161457222,-242.18282747614361,2.5238307387882823,330963.20523192245,204937.16226134246,411,1060,71172560.35635006,24539063.518442698,165441,1564726.0
arm_0.2pct,20.0,0.0020019011404843745,central,3.3586560000000003,full,2855.893611111111,-2442.607494107573,-20.526878042832312,3073.6973276276344,-4519.792384100151,175.95806266484055,-4529.769967750081,538.2858279370843,65.70744305447896,14.464561262246326,1573310.9623753277,894834.853418204,1818,4675,522096514.1686946,197718659.15157047,869112,7266727.0
arm_0.2pct,20.0,0.0020019011404843745,central,3.3586560000000003,2026-05,743.9455555555555,-574.8160168049408,-18.543809154174546,845.7927044040356,-1173.1258608390222,31.503129867828644,-1295.957736521868,142.18556968506167,155.68638967694991,4.7700215424478145,425532.79115647625,236005.5377013803,484,1228,169321862.17341363,66570066.97021997,202031,1988840.0
arm_0.2pct,20.0,0.0020019011404843745,central,3.3586560000000003,2026-06,720.0,-424.7213630044442,-14.157378766814807,873.616359840258,-1028.516903872428,22.185336026061776,-1287.7724989475046,134.28492849042223,265.50713366380495,0.6741238924852733,424162.3821048231,223798.90492807413,447,1167,154810621.1973627,62771635.07931448,239779,1864897.0
arm_0.2pct,20.0,0.0020019011404843745,central,3.3586560000000003,2026-07,744.0,-711.4137087132757,-22.948829313331473,745.9356118398306,-1179.224217597966,59.78569295038722,-1079.9072435385065,138.75691361587818,-113.30325281013182,6.496585088524991,392652.583882109,230093.2485274068,476,1220,126791470.44156827,43837893.58359393,261861,1848264.0
arm_0.2pct,20.0,0.0020019011404843745,central,3.3586560000000003,2026-08,647.9480555555556,-731.656405584912,-27.100557804717884,608.3526515435092,-1138.925401790735,62.48390382056301,-866.132488742201,123.0584161457222,-242.18282747614361,2.5238307387882823,330963.20523192245,204937.16226134246,411,1060,71172560.35635006,24539063.518442698,165441,1564726.0
arm_0.2pct,20.0,0.0020019011404843745,pessimistic,8.32,full,2855.893611111111,-3223.1811844390786,-27.08656517370817,3073.6973276276344,-4519.792384100151,175.95806266484055,-4529.769967750081,538.2858279370843,65.70744305447896,14.464561262246326,1573310.9623753277,894834.853418204,1818,4675,522096514.1686946,197718659.15157047,869112,7266727.0
arm_0.2pct,20.0,0.0020019011404843745,pessimistic,8.32,2026-05,743.9455555555555,-785.9374728256844,-25.354677109039912,845.7927044040356,-1173.1258608390222,31.503129867828644,-1295.957736521868,142.18556968506167,155.68638967694991,4.7700215424478145,425532.79115647625,236005.5377013803,484,1228,169321862.17341363,66570066.97021997,202031,1988840.0
arm_0.2pct,20.0,0.0020019011404843745,pessimistic,8.32,2026-06,720.0,-635.1629119525913,-21.17209706508638,873.616359840258,-1028.516903872428,22.185336026061776,-1287.7724989475046,134.28492849042223,265.50713366380495,0.6741238924852733,424162.3821048231,223798.90492807413,447,1167,154810621.1973627,62771635.07931448,239779,1864897.0
arm_0.2pct,20.0,0.0020019011404843745,pessimistic,8.32,2026-07,744.0,-906.2221628260754,-29.23297299438953,745.9356118398306,-1179.224217597966,59.78569295038722,-1079.9072435385065,138.75691361587818,-113.30325281013182,6.496585088524991,392652.583882109,230093.2485274068,476,1220,126791470.44156827,43837893.58359393,261861,1848264.0
