arm,width,width_pct,envelope,envelope_bps,window,hours,net_usd,per_day_usd,lp_fees_usd,il_usd,basket_delta_usd,lp_value_change_usd,onchain_cost_usd,hedge_price_pnl_usd,funding_usd,rehedge_notional_usd,swapped_notional_usd,n_recenters,n_rehedges,volume_usd,volume_in_range_usd,n_swaps,seconds_out_of_range
always_in_w10,10.0,0.005012269623050569,central,3.3586560000000003,2026-08,647.9938888888889,-228.94010337547965,-8.479343054350409,341.74002879461005,-467.65181648700593,142.92428401019356,-324.67046719309747,41.159353580234715,-160.58557015794767,2.9206503275672593,140488.9085585934,68475.52197911678,138,787,1145307968.0950816,658898918.946262,669715,623093.0
always_in_w10,10.0,0.005012269623050569,pessimistic,8.32,full,2855.9938888888887,-1451.6814102444828,-12.199029550242514,1876.3254305809653,-2534.540918281624,79.14799876520385,-2455.392919516422,215.74719209136205,-79.94758723172397,11.072693141695337,706720.9556822542,359702.4017291213,715,3572,5444641880.183741,3363892731.784617,3434112,3178536.0
always_in_w10,10.0,0.005012269623050569,pessimistic,8.32,2026-05,744.0,-325.7662471156099,-10.508588616632576,337.3067472932922,-480.6566459084951,-51.291424751433055,-531.1138200566995,47.35417373166262,51.82528018993127,3.056383026480624,167652.240188644,79136.23420303121,154,898,1612945302.6644208,1092359156.0735745,574430,630764.0
always_in_w10,10.0,0.005012269623050569,pessimistic,8.32,2026-06,720.0,-515.217836175923,-17.17392787253077,726.2811791352999,-1026.4162608937559,-99.25492956667688,-1126.5054410636606,72.51803631367571,135.57042545734697,1.2234050602524897,215467.99092726698,120972.79595281415,240,960,1516873603.7802618,835578857.3303372,1406425,1117214.0
always_in_w10,10.0,0.005012269623050569,pessimistic,8.32,2026-07,744.0,-312.05584322309915,-10.066317523325779,470.99747535776055,-559.8161949923692,86.77006907312023,-473.1031912029639,54.71562846578921,-106.7577227210546,3.8722547273949957,183111.8160077488,91117.8495941594,183,927,1169515005.6439712,777055799.4344428,783542,807465.0
always_in_w10,10.0,0.005012269623050569,pessimistic,8.32,2026-08,647.9938888888889,-298.6414837298522,-11.060900006026818,341.74002879461005,-467.65181648700593,142.92428401019356,-324.67046719309747,41.159353580234715,-160.58557015794767,2.9206503275672593,140488.9085585934,68475.52197911678,138,787,1145307968.0950816,658898918.946262,669715,623093.0
always_in_w20,20.0,0.010049662092875389,optimistic,1.984,full,2855.9938888888887,-599.9999256286796,-5.042026970404535,1216.2015698738953,-1682.3420240861533,77.42235374066922,-1604.9196703454909,94.99674570888156,-35.67706756788329,11.061036882000563,462041.5764229823,158382.2710162593,314,3171,5444641880.183741,4270224524.072063,3434112,1404365.0
always_in_w20,20.0,0.010049662092875389,optimistic,1.984,2026-05,744.0,-127.45833017793348,-4.111559037997854,208.72368604928513,-277.4605623569511,-55.9205522594126,-332.29743455864127,18.48745985103306,32.80742446676541,3.033706214902026,107047.64364522035,30855.48176728043,60,804,1612945302.6644208,1345782790.1985745,574430,296365.0
always_in_w20,20.0,0.010049662092875389,optimistic,1.984,2026-06,720.0,-247.99445879650625,-8.266481959883542,486.0678984589668,-753.7690589933874,-102.79774568181949,-859.1723494853799,37.01849536087666,190.12801206617468,1.2856432380339275,147606.69210395735,61713.40128201094,123,843,1516873603.7802618,1104107591.4861975,1406425,519148.0
always_in_w20,20.0,0.010049662092875389,optimistic,1.984,2026-07,744.0,-117.68399101034804,-3.7962577745273562,293.6435319875294,-345.21116525882906,84.51840306666884,-258.6504086144622,23.07783273968114,-110.07298808342189,3.805921000642389,117601.8879080372,38446.69202653954,77,821,1169515005.6439712,961978102.0841649,783542,328872.0
always_in_w20,20.0,0.010049662092875389,optimistic,1.984,2026-08,647.9938888888889,-106.86314564388474,-3.957931609279426,227.76645337811547,-305.90123747698726,151.62224861523248,-154.7994776870022,16.412957757290723,-148.5395160174013,2.9357664284222347,89785.35276576728,27366.69594042817,54,703,1145307968.0950816,858356040.3031183,669715,259980.0
always_in_w20,20.0,0.010049662092875389,central,3.3586560000000003,full,2855.9938888888887,-663.5147481566107,-5.575766116906488,1216.2015698738953,-1682.3420240861533,77.42235374066922,-1604.9196703454909,94.99674570888156,-35.67706756788329,11.061036882000563,462041.5764229823,158382.2710162593,314,3171,5444641880.183741,4270224524.072063,3434112,1404365.0
always_in_w20,20.0,0.010049662092875389,central,3.3586560000000003,2026-05,744.0,-142.1736987402099,-4.586248346458383,208.72368604928513,-277.4605623569511,-55.9205522594126,-332.29743455864127,18.48745985103306,32.80742446676541,3.033706214902026,107047.64364522035,30855.48176728043,60,804,1612945302.6644208,1345782790.1985745,574430,296365.0
always_in_w20,20.0,0.010049662092875389,central,3.3586560000000003,2026-06,720.0,-268.28530129059203,-8.942843376353068,486.0678984589668,-753.7690589933874,-102.79774568181949,-859.1723494853799,37.01849536087666,190.12801206617468,1.2856432380339275,147606.69210395735,61713.40128201094,123,843,1516873603.7802618,1104107591.4861975,1406425,519148.0
always_in_w20,20.0,0.010049662092875389,central,3.3586560000000003,2026-07,744.0,-133.85020509275913,-4.317748551379327,293.6435319875294,-345.21116525882906,84.51840306666884,-258.6504086144622,23.07783273968114,-110.07298808342189,3.805921000642389,117601.8879080372,38446.69202653954,77,821,1169515005.6439712,961978102.0841649,783542,328872.0
always_in_w20,20.0,0.010049662092875389,central,3.3586560000000003,2026-08,647.9938888888889,-119.2055430330426,-4.415061749577062,227.76645337811547,-305.90123747698726,151.62224861523248,-154.7994776870022,16.412957757290723,-148.5395160174013,2.9357664284222347,89785.35276576728,27366.69594042817,54,703,1145307968.0950816,858356040.3031183,669715,259980.0
always_in_w20,20.0,0.010049662092875389,pessimistic,8.32,full,2855.9938888888887,-892.7494684502813,-7.50211242613773,1216.2015698738953,-1682.3420240861533,77.42235374066922,-1604.9196703454909,94.99674570888156,-35.67706756788329,11.061036882000563,462041.5764229823,158382.2710162593,314,3171,5444641880.183741,4270224524.072063,3434112,1404365.0
always_in_w20,20.0,0.010049662092875389,pessimistic,8.32,2026-05,744.0,-195.2837171915451,-6.299474748114358,208.72368604928513,-277.4605623569511,-55.9205522594126,-332.29743455864127,18.48745985103306,32.80742446676541,3.033706214902026,107047.64364522035,30855.48176728043,60,804,1612945302.6644208,1345782790.1985745,574430,296365.0
always_in_w20,20.0,0.010049662092875389,pessimistic,8.32,2026-06,720.0,-341.51805891357367,-11.383935297119121,486.0678984589668,-753.7690589933874,-102.79774568181949,-859.1723494853799,37.01849536087666,190.12801206617468,1.2856432380339275,147606.69210395735,61713.40128201094,123,843,1516873603.7802618,1104107591.4861975,1406425,519148.0
always_in_w20,20.0,0.010049662092875389,pessimistic,8.32,2026-07,744.0,-192.1965471888804,-6.199888618996142,293.6435319875294,-345.21116525882906,84.51840306666884,-258.6504086144622,23.07783273968114,-110.07298808342189,3.805921000642389,117601.8879080372,38446.69202653954,77,821,1169515005.6439712,961978102.0841649,783542,328872.0
always_in_w20,20.0,0.010049662092875389,pessimistic,8.32,2026-08,647.9938888888889,-163.7511451562749,-6.064914424562539,227.76645337811547,-305.90123747698726,151.62224861523248,-154.7994776870022,16.412957757290723,-148.5395160174013,2.9357664284222347,89785.35276576728,27366.69594042817,54,703,1145307968.0950816,858356040.3031183,669715,259980.0
always_in_w40,40.0,0.020200319893931784,optimistic,1.984,full,2855.9938888888887,-340.3073263794959,-2.859731550856148,710.0155464250196,-1038.4663632157608,77.64644256626389,-960.819920649497,35.93112706853278,-12.444268975817636,11.20250116289122,263760.3693223756,59811.148532556304,119,2976,5444641880.183741,4879142364.432761,3434112,531171.0
always_in_w40,40.0,0.020200319893931784,optimistic,1.984,2026-05,744.0,-62.85318558580869,-2.027522115671248,118.17256170798431,-153.88009246575643,-51.818166631221516,-209.26951479935587,5.9765842514448675,42.54198999679349,3.0933265470831963,57535.10477252493,9951.899614830001,19,763,1612945302.6644208,1511539823.2903025,574430,70925.0
