hour_epoch,p0,p1,u0,u1,fees_usd,fund0_usd,fund1_usd,funding_usd,gamma_pnl_usd,payoff_usd,ntl0_usd,ntl1_usd,enter_ntl_usd,exit_ntl_usd,held_optimistic,held_central,held_pessimistic
1777597200,0.004039500284580962,0.004038416382786574,2260.0,2267.75,0.13333741910188032,0.03950977019618241,0.04187338156917344,0.08138315176535585,-0.007206352563740026,0.20751421830349615,3160.781615694593,3987.105708249076,7147.887323943669,7171.540650751125,True,True,True
1777600800,0.004038416382786574,0.004031551174514448,2267.75,2266.94,0.8450584429005068,0.04017296486591622,0.04761420218492973,0.08778716705084595,-0.28836269774331424,0.6444829122080385,3213.8371892732976,3934.0501346704345,7147.887323943733,7139.584370387983,True,True,True
1777604400,0.004031551174514448,0.004023604715048219,2266.94,2282.87,0.9806182998747981,0.04437717731937892,0.044971414229917496,0.08934859154929642,-0.3905640259802574,0.6794028654438371,3550.1741855503133,3597.7131383933997,7147.8873239437125,7190.6788286006495,True,True,True
1777608000,0.004023604715048219,0.004023604715048219,2282.87,2280.11,0.0,0.03442528124434166,0.054923310304954,0.08934859154929567,-3.6060043839825084e-13,0.08934859154893507,2754.0224995473322,4393.86482439632,7147.8873239436525,7139.24549632575,True,True,True
1777611600,0.004023604715048219,0.004023589976374955,2280.11,2283.26,0.0018199804910624961,0.03442528124434165,0.054923310304953996,0.08934859154929564,-1.3403395104916171e-06,0.09116723170084765,2754.0224995473322,4393.86482439632,7147.8873239436525,7157.752114763449,True,True,True
1777615200,0.004023589976374955,0.004023123663064538,2283.26,2277.46,0.05909126834997246,0.03443433868691578,0.05491425286238016,0.08934859154929595,-0.001336507837445211,0.1471033520618232,2754.7470949532626,4393.140228990413,7147.887323943675,7129.410277018753,True,True,True
1777618800,0.004023123663064538,0.004023123663064538,2277.46,2279.5,0.0,0.034720916194810436,0.048170684127584476,0.08289160032239491,-2.4513724383723456e-13,0.08289160032214977,2777.673295584835,4370.214028358764,7147.8873239436,7154.289934808705,True,True,True
1777622400,0.004023123663064538,0.004021443406187844,2279.5,2286.93,0.20752695356656536,0.03472091619481044,0.052661953084528784,0.08738286927933922,-0.017460057472275636,0.277449765373629,2777.673295584835,4370.214028358764,7147.8873239436,7170.00443169541,True,True,True
1777626000,0.004021443406187844,0.004019643325828441,2286.93,2282.08,0.22241362029717512,0.03575372035795551,0.05359487119133987,0.08934859154929538,-0.01994770790990863,0.2918145039365619,2860.29762863644,4287.58969530719,7147.88732394363,7131.430902941747,True,True,True
1777629600,0.004019643325828441,0.004015052897711107,2282.08,2282.53,0.5675061202544064,0.03686051188846175,0.025464276918975536,0.06232478880743728,-0.13018015386688875,0.49965075519495494,2948.8409510769397,4199.046372866702,7147.887323943642,7145.798388115009,True,True,True
1777633200,0.004015052897711107,0.0040074391368076605,2282.53,2286.46,0.9424543903921285,0.03968466500691571,-0.00830698700918464,0.03137767799773107,-0.3595996606912797,0.6142324076985799,3174.7732005532566,3973.114123390396,7147.8873239436525,7153.804067501314,True,True,True
1777636800,0.0040074391368076605,0.0040045212032927425,2286.46,2301.37,0.36233665098122586,0.04437493041061378,0.016616868317520548,0.06099179872813433,-0.05323750239426417,0.37009094731509606,3549.9944328491024,3597.89289109463,7147.887323943733,7191.843731494213,True,True,True
1777640400,0.0040045212032927425,0.004004377489242598,2301.37,2318.22,0.01783378305722684,0.03134480399680073,0.05800378755249529,0.08934859154929602,-0.00012943964627254445,0.10705293496025031,2507.584319744058,4640.303004199623,7147.887323943681,7200.131414261306,True,True,True
1777644000,0.004004377489242598,0.003999890068090794,2318.22,2308.03,0.5570373217803253,0.031433586960206955,0.019705927801464587,0.05113951476167154,-0.1248089984641716,0.48336783807782524,2514.686956816556,4633.200367127007,7147.887323943563,7113.5375183294,True,True,True
1777647600,0.003999890068090794,0.003999890068090794,2308.03,2307.64,0.0,0.03420674131060064,0.05514185023869507,0.08934859154929571,-4.2954528822747307e-13,0.08934859154886617,2736.5393048480514,4411.348019095605,7147.887323943656,7146.679507729682,True,True,True
1777651200,0.003999890068090794,0.003999890068090794,2307.64,2301.95,0.0,0.03420674131060064,0.04065498334398508,0.07486172465458572,-6.039613253960852e-13,0.07486172465398176,2736.539304848051,4411.348019095604,7147.887323943655,7130.2626169385585,True,True,True
1777654800,0.003999890068090794,0.003997645475996622,2301.95,2311.76,0.2788521866606418,0.03420674131060064,0.05514185023869506,0.0893485915492957,-0.03155548761737137,0.33664529059256615,2736.539304848051,4411.348019095605,7147.887323943656,7176.775045613388,True,True,True
1777658400,0.003997645475996622,0.003997312023562297,2311.76,2304.77,0.04144216831491698,0.03559460101813455,0.053753990531161526,0.08934859154929609,-0.000691931157684067,0.130098828706529,2847.568081450764,4300.319242492922,7147.887323943686,7126.0369738144145,True,True,True
1777662000,0.003997312023562297,0.003991204811188862,2304.77,2304.85,0.7593395259719569,0.035800824149671305,0.04562955193870662,0.08143037608837791,-0.23302047164772147,0.6077494304126134,2864.065931973704,4283.821391969903,7147.887323943607,7143.526453959433,True,True,True
1777665600,0.003991204811188862,0.0039855412670915455,2304.85,2285.18,0.70514845074952,0.039580077622112984,0.04357332931352747,0.08315340693564045,-0.19925066934170843,0.589051188343452,3166.4062097690385,3981.4811141746586,7147.887323943697,7082.2319265493215,True,True,True
1777669200,0.0039855412670915455,0.0039855412670915455,2285.18,2292.67,0.0,0.04308904930854729,0.026744676789235346,0.06983372609778263,1.5631940186722204e-13,0.06983372609793895,3447.123944683783,3700.7633792598863,7147.887323943669,7171.315533562316,True,True,True
1777672800,0.0039855412670915455,0.0039764393778622675,2292.67,2293.5,1.1350364615165138,0.04308904930854728,-0.004312499565851545,0.03877654974269574,-0.5209117413909925,0.6529012698682171,3447.123944683783,3700.7633792598863,7147.887323943669,7142.078973219701,True,True,True
1777676400,0.0039764393778622675,0.00397334912983258,2293.5,2295.63,0.3861903797610067,0.0339109666147941,-0.0033333535120617227,0.030577613102732375,-0.06032585350887043,0.3564421393548686,2712.8773291835278,4435.009994760142,7147.88732394367,7152.355081728947,True,True,True
1777680000,0.00397334912983258,0.003971065001821665,2295.63,2297.59,0.28563288944405507,0.035833191436340214,0.0032160614851881714,0.03904925292152839,-0.03300041960484057,0.2916817227607429,2866.655314907217,4281.2320090364365,7147.887323943653,7152.307823401833,True,True,True
1777683600,0.003971065001821665,0.003971065001821665,2297.59,2298.62,0.0,0.037254655514397814,0.03696043924101589,0.07421509475541371,-1.6830981053317373e-13,0.0742150947552454,2980.3724411518256,4167.514882791829,7147.887323943654,7151.091691974356,True,True,True
1777687200,0.003971065001821665,0.003970170071088693,2298.62,2303.31,0.11196132691780043,0.007149615449079114,0.028244498615145067,0.03539411406422418,-0.005076598520938447,0.14227884246108619,2980.372441151825,4167.514882791829,7147.887323943654,7161.79343664881,True,True,True
1777690800,0.003970170071088693,0.003965447503410786,2303.31,2304.43,0.59267048746786,0.036790233643675174,0.042773924289840615,0.07956415793351579,-0.14127772472489086,0.5309569206764849,3024.9404835989226,4122.946840344747,7147.88732394367,7147.62179982948,True,True,True
1777694400,0.003965447503410786,0.003963180787451968,2304.43,2301.26,0.28398296925064614,0.04075324282439124,0.04859534872490438,0.08934859154929561,-0.0325514930528481,0.3407800677470937,3260.259425951299,3887.6278979923504,7147.887323943649,7136.161002643252,True,True,True
1777698000,0.003963180787451968,0.003959630796583732,2301.26,2299.46,0.44503511487749137,0.042166142605954415,0.03227015286010453,0.07443629546605895,-0.07999213950341844,0.43947927084013183,3373.2914084763534,3774.595915467294,7147.887323943647,7139.197157653883,True,True,True
1777701600,0.003959630796583732,0.003959198312704052,2299.46,2305.59,0.054254110717236785,0.04438044118851818,0.028259064922321313,0.0726395061108395,-0.001192971803385845,0.12570064502469042,3550.435295081454,3597.452028862209,7147.887323943663,7166.552454404938,True,True,True
1777705200,0.003959198312704052,0.003955793455050611,2305.59,2301.01,0.4272659489167498,0.04465033335102135,0.021817398619610837,0.06646773197063219,-0.07364212577944684,0.42009155510793517,3572.0266680817085,3575.8606558620027,7147.887323943711,7130.548779756009,True,True,True
1777708800,0.003955793455050611,0.003953283363559041,2301.01,2303.34,0.3153461506416751,0.03194696512651849,0.05740162642277714,0.08934859154929563,-0.040222417435678004,0.36447232475529273,2555.757210121479,4592.130113822171,7147.88732394365,7153.461682859258,True,True,True
1777712400,0.003953283363559041,0.003952766479825461,2303.34,2305.13,0.06496452712513925,0.03351684876329375,0.05583174278600227,0.08934859154929602,-0.00170678045348982,0.15260633822094544,2681.3479010635,4466.5394228801815,7147.887323943682,7153.089618338072,True,True,True
