arm,width,width_pct,envelope,envelope_bps,window,hours,net_usd,per_day_usd,lp_fees_usd,il_usd,basket_delta_usd,lp_value_change_usd,onchain_cost_usd,hedge_price_pnl_usd,funding_usd,rehedge_notional_usd,swapped_notional_usd,n_recenters,n_rehedges,volume_usd,volume_in_range_usd,n_swaps,seconds_out_of_range
always_in_w20,20.0,0.010049662092875389,central,3.3586560000000003,2026-06,720.0,-356.5251004289364,-11.884170014297881,699.3586438551423,-943.9383596251305,-112.48954922060818,-1057.3888718639555,110.70690222842421,113.37175318335291,1.3308618662076241,7415.422244074683,185613.30209199677,355,355,1516574090.8237653,1514146512.7540598,1406269,0.0
always_in_w20,20.0,0.010049662092875389,central,3.3586560000000003,2026-07,744.0,-330.8769132044821,-10.67344881304781,356.8160621289614,-626.6958397137976,89.07115598060682,-538.1009026455395,63.43485231544404,-88.68592705885807,3.9300817674322945,4172.428141001064,106225.91137816489,205,205,1169515005.64397,1157284682.3248718,783542,0.0
always_in_w20,20.0,0.010049662092875389,central,3.3586560000000003,2026-08,647.9938888888889,-174.02143337843063,-6.4452990571312,323.58468025803415,-445.36137317298915,145.4850993345408,-298.4390919078834,53.94056477792092,-146.75253221867658,2.952024879602127,4245.595891886622,90313.98405028303,174,175,1145307968.095082,1143783077.7132518,669715,0.0
always_in_w20,20.0,0.010049662092875389,pessimistic,8.32,full,2855.9938888888887,-964.5756785237194,-8.105695314906852,1634.7622263933526,-2329.4976893801568,74.16753857625918,-2255.330150803904,265.5784068173677,-74.1675385756914,11.298249978318577,18701.99362791766,445039.34203175124,853,855,5444641880.1837435,5426928310.244635,3434112,0.0
always_in_w20,20.0,0.010049662092875389,pessimistic,8.32,2026-05,744.0,-95.29671414331885,-3.0740875530102856,255.00284015121073,-313.5021168682431,-47.89916751828025,-361.40128438652334,37.49608749557837,47.89916751849038,3.0852814650765534,2868.547350955291,62886.144511306215,119,120,1613244815.6209195,1611714037.4524512,574586,0.0
always_in_w20,20.0,0.010049662092875389,pessimistic,8.32,2026-06,720.0,-360.204146494747,-12.006804883158233,699.3586438551423,-943.9383596251305,-112.48954922060818,-1057.3888718639555,110.70690222842421,113.37175318335291,1.3308618662076241,7415.422244074683,185613.30209199677,355,355,1516574090.8237653,1514146512.7540598,1406269,0.0
always_in_w20,20.0,0.010049662092875389,pessimistic,8.32,2026-07,744.0,-332.94699833676077,-10.740225752798734,356.8160621289614,-626.6958397137976,89.07115598060682,-538.1009026455395,63.43485231544404,-88.68592705885807,3.9300817674322945,4172.428141001064,106225.91137816489,205,205,1169515005.64397,1157284682.3248718,783542,0.0
always_in_w20,20.0,0.010049662092875389,pessimistic,8.32,2026-08,647.9938888888889,-176.12781954889425,-6.523314095479494,323.58468025803415,-445.36137317298915,145.4850993345408,-298.4390919078834,53.94056477792092,-146.75253221867658,2.952024879602127,4245.595891886622,90313.98405028303,174,175,1145307968.095082,1143783077.7132518,669715,0.0
always_in_w40,40.0,0.020200319893931784,optimistic,1.984,full,2855.9938888888887,-536.2877867661647,-4.506629699895933,822.0230613886291,-1294.7436146253945,73.5458247072761,-1221.1977899181206,74.50552696623637,-73.54582470743242,11.622509543696195,3448.6698926437266,124460.7002254829,243,245,5444641880.183743,5438784669.195894,3434112,0.0
always_in_w40,40.0,0.020200319893931784,optimistic,1.984,2026-05,744.0,-39.066553377280485,-1.2602113992671125,127.82989824440529,-160.0937121017705,-56.00117496732628,-215.0917431413426,9.758808293344304,54.936030246974404,3.1750539668941484,791.2520205011672,16303.78330425666,31,32,1612945302.6644213,1612516953.4796462,574430,0.0
always_in_w40,40.0,0.020200319893931784,optimistic,1.984,2026-06,720.0,-187.7976533928389,-6.259921779761297,351.16783127699233,-510.55899523768676,-114.17522667781043,-626.0284304693305,29.61492970366765,115.52695543857439,1.3558487734941924,1032.906798899514,49485.91019140179,97,97,1516873603.7802615,1515890358.5759704,1406425,0.0
always_in_w40,40.0,0.020200319893931784,optimistic,1.984,2026-07,744.0,-220.49203744726293,-7.112646369266546,180.50826762286826,-382.9701093369275,95.92017778514025,-293.00637582284116,20.630907710794403,-91.28929839334879,4.060013567688861,674.0761634864457,34438.82776099786,68,68,1169515005.6439712,1165542344.7542474,783542,0.0
always_in_w40,40.0,0.020200319893931784,optimistic,1.984,2026-08,647.9938888888889,-88.93154254878122,-3.2937918979923064,162.51706424436236,-241.12079794901,147.80204856727255,-87.07124048460446,14.50088125843009,-152.7195119996323,3.0315932356189728,950.4349097566025,24232.17896882656,47,48,1145307968.0950825,1144835012.3860238,669715,0.0
always_in_w40,40.0,0.020200319893931784,central,3.3586560000000003,full,2855.9938888888887,-536.7618602421588,-4.51061351914293,822.0230613886291,-1294.7436146253945,73.5458247072761,-1221.1977899181206,74.50552696623637,-73.54582470743242,11.622509543696195,3448.6698926437266,124460.7002254829,243,245,5444641880.183743,5438784669.195894,3434112,0.0
always_in_w40,40.0,0.020200319893931784,central,3.3586560000000003,2026-05,744.0,-39.17532331102989,-1.263720106807416,127.82989824440529,-160.0937121017705,-56.00117496732628,-215.0917431413426,9.758808293344304,54.936030246974404,3.1750539668941484,791.2520205011672,16303.78330425666,31,32,1612945302.6644213,1612516953.4796462,574430,0.0
always_in_w40,40.0,0.020200319893931784,central,3.3586560000000003,2026-06,720.0,-187.9396425456937,-6.264654751523123,351.16783127699233,-510.55899523768676,-114.17522667781043,-626.0284304693305,29.61492970366765,115.52695543857439,1.3558487734941924,1032.906798899514,49485.91019140179,97,97,1516873603.7802615,1515890358.5759704,1406425,0.0
always_in_w40,40.0,0.020200319893931784,central,3.3586560000000003,2026-07,744.0,-220.5846997315223,-7.115635475210397,180.50826762286826,-382.9701093369275,95.92017778514025,-293.00637582284116,20.630907710794403,-91.28929839334879,4.060013567688861,674.0761634864457,34438.82776099786,68,68,1169515005.6439712,1165542344.7542474,783542,0.0
always_in_w40,40.0,0.020200319893931784,central,3.3586560000000003,2026-08,647.9938888888889,-89.06219465391186,-3.2986309104844027,162.51706424436236,-241.12079794901,147.80204856727255,-87.07124048460446,14.50088125843009,-152.7195119996323,3.0315932356189728,950.4349097566025,24232.17896882656,47,48,1145307968.0950825,1144835012.3860238,669715,0.0
always_in_w40,40.0,0.020200319893931784,pessimistic,8.32,full,2855.9938888888887,-538.4728640101437,-4.52499173283288,822.0230613886291,-1294.7436146253945,73.5458247072761,-1221.1977899181206,74.50552696623637,-73.54582470743242,11.622509543696195,3448.6698926437266,124460.7002254829,243,245,5444641880.183743,5438784669.195894,3434112,0.0
always_in_w40,40.0,0.020200319893931784,pessimistic,8.32,2026-05,744.0,-39.56789065747002,-1.2763835695958072,127.82989824440529,-160.0937121017705,-56.00117496732628,-215.0917431413426,9.758808293344304,54.936030246974404,3.1750539668941484,791.2520205011672,16303.78330425666,31,32,1612945302.6644213,1612516953.4796462,574430,0.0
always_in_w40,40.0,0.020200319893931784,pessimistic,8.32,2026-06,720.0,-188.45210314062163,-6.281736771354054,351.16783127699233,-510.55899523768676,-114.17522667781043,-626.0284304693305,29.61492970366765,115.52695543857439,1.3558487734941924,1032.906798899514,49485.91019140179,97,97,1516873603.7802615,1515890358.5759704,1406425,0.0
always_in_w40,40.0,0.020200319893931784,pessimistic,8.32,2026-07,744.0,-220.91913210444795,-7.126423616272515,180.50826762286826,-382.9701093369275,95.92017778514025,-293.00637582284116,20.630907710794403,-91.28929839334879,4.060013567688861,674.0761634864457,34438.82776099786,68,68,1169515005.6439712,1165542344.7542474,783542,0.0
always_in_w40,40.0,0.020200319893931784,pessimistic,8.32,2026-08,647.9938888888889,-89.53373810760301,-3.316095647548502,162.51706424436236,-241.12079794901,147.80204856727255,-87.07124048460446,14.50088125843009,-152.7195119996323,3.0315932356189728,950.4349097566025,24232.17896882656,47,48,1145307968.0950825,1144835012.3860238,669715,0.0
always_in_w80,80.0,0.04080869271168086,optimistic,1.984,full,2855.9938888888887,-123.74610746210087,-1.039885481073578,414.1155880715515,-533.5093546032957,76.11199090600815,-457.3973636972876,15.775793831992495,-76.11199090601536,11.79308051871409,1863.0424247530775,26294.87067311832,51,53,5444641880.18374,5443665318.058106,3434112,0.0
always_in_w80,80.0,0.04080869271168086,optimistic,1.984,2026-05,744.0,13.241542452678175,0.427146530731554,64.35962890241564,-51.994555436681935,-60.0115296984053,-108.16397697446882,1.7763594804724878,55.69392448888253,3.2429977723074286,577.9851612203179,2953.3374984917314,5,6,1612945302.6644208,1612884050.81685,574430,0.0
always_in_w80,80.0,0.04080869271168086,optimistic,1.984,2026-06,720.0,-71.41749060670095,-2.380583020223365,176.84673065492314,-238.62884443466987,-97.29034510615509,-357.7026249360496,6.837979134688312,114.98636853635136,1.3658014177076527,381.99165799002776,11376.60937863882,23,23,1516873603.7802618,1516737497.3245583,1406425,0.0
always_in_w80,80.0,0.04080869271168086,optimistic,1.984,2026-07,744.0,-35.21334371841512,-1.1359143134972618,91.18214864617507,-129.36852902677424,87.81023576350947,-34.599840587036056,3.595849545718097,-92.28110698716317,4.124411084321427,217.26980339859745,5990.342474719878,12,12,1169515005.6439714,1168824187.6508467,783542,0.0
always_in_w80,80.0,0.04080869271168086,optimistic,1.984,2026-08,647.9938888888889,-30.356815589664276,-1.1243371066372339,81.72707986803667,-113.51742570516967,145.60362994705906,43.06907880026688,3.5656056711136004,-154.51117694408643,3.0598702443776014,685.7958021441348,5974.581321267896,11,12,1145307968.0950818,1145219582.265846,669715,0.0
always_in_w80,80.0,0.04080869271168086,central,3.3586560000000003,full,2855.9938888888887,-124.002211706845,-1.0420376221890657,414.1155880715515,-533.5093546032957,76.11199090600815,-457.3973636972876,15.775793831992495,-76.11199090601536,11.79308051871409,1863.0424247530775,26294.87067311832,51,53,5444641880.18374,5443665318.058106,3434112,0.0
always_in_w80,80.0,0.04080869271168086,central,3.3586560000000003,2026-05,744.0,13.162089375699928,0.4245835282483848,64.35962890241564,-51.994555436681935,-60.0115296984053,-108.16397697446882,1.7763594804724878,55.69392448888253,3.2429977723074286,577.9851612203179,2953.3374984917314,5,6,1612945302.6644208,1612884050.81685,574430,0.0
always_in_w80,80.0,0.04080869271168086,central,3.3586560000000003,2026-06,720.0,-71.47000131916154,-2.3823333773053847,176.84673065492314,-238.62884443466987,-97.29034510615509,-357.7026249360496,6.837979134688312,114.98636853635136,1.3658014177076527,381.99165799002776,11376.60937863882,23,23,1516873603.7802618,1516737497.3245583,1406425,0.0
