pool,token0,token1,fee,tickSpacing
0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdac17f958d2ee523a2206206994597c13d831ec7,3000,60
