call_block_number,call_block_time,contract_address,output_feeProtocol,output_sqrtPriceX96,output_tick
23322608,2025-09-09 02:40:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5192559183972113824298258,-192667
23322632,2025-09-09 02:44:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5192559302182086514807218,-192667
23322632,2025-09-09 02:44:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5192559215096986183753196,-192667
23322672,2025-09-09 02:53:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189524261389772337124362,-192679
23322672,2025-09-09 02:53:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189524103909494563457936,-192679
23322748,2025-09-09 03:08:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5197566228692098444391124,-192648
23322750,2025-09-09 03:08:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5202384134258721223711815,-192630
23322750,2025-09-09 03:08:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5201895867902540566151115,-192631
23322751,2025-09-09 03:08:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5200019152096795337686672,-192639
23322753,2025-09-09 03:09:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199656181234202653352005,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199661400225066012955513,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199661400225066012955513,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199661400225066012955513,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199661400225066012955513,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199661400225066012955513,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199656207212828346352355,-192640
23322757,2025-09-09 03:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199656207212828346352355,-192640
23322760,2025-09-09 03:10:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322760,2025-09-09 03:10:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322760,2025-09-09 03:10:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322760,2025-09-09 03:10:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322760,2025-09-09 03:10:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322760,2025-09-09 03:10:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322760,2025-09-09 03:10:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199561767288925104254251,-192640
23322765,2025-09-09 03:11:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199250317228226740822955,-192642
23322820,2025-09-09 03:22:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199139302368945375184961,-192642
23322820,2025-09-09 03:22:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199139302368945375184961,-192642
23322820,2025-09-09 03:22:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199139297196844666609928,-192642
23322862,2025-09-09 03:31:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199139795392061831119732,-192642
23322862,2025-09-09 03:31:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199139306576990123717511,-192642
23322883,2025-09-09 03:35:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199140045725990887908585,-192642
23322883,2025-09-09 03:35:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199139795392061831119732,-192642
23322972,2025-09-09 03:53:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199140094774143841824462,-192642
23322993,2025-09-09 03:57:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199140104789045776775759,-192642
23323029,2025-09-09 04:04:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199141395792302447589291,-192642
23323197,2025-09-09 04:38:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199143911095204584496611,-192642
23323226,2025-09-09 04:43:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199143702532264919961767,-192642
23323247,2025-09-09 04:48:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199144947530930875068821,-192642
23323356,2025-09-09 05:10:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199143748646618551265774,-192642
23323361,2025-09-09 05:11:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199143748646618551265774,-192642
23323462,2025-09-09 05:31:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199133669606813563018188,-192642
23323542,2025-09-09 05:47:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199132833816396322636492,-192642
23323548,2025-09-09 05:48:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199132833816396322636492,-192642
23323575,2025-09-09 05:54:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199132831259830960764762,-192642
23323599,2025-09-09 05:59:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199626907122552399505929,-192640
23323640,2025-09-09 06:07:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5208621461939817930613504,-192606
23323640,2025-09-09 06:07:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5208621461939817930613504,-192606
23323640,2025-09-09 06:07:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5208621461939817930613504,-192606
23323640,2025-09-09 06:07:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5208621461939817930613504,-192606
23323640,2025-09-09 06:07:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5208621461939817930613504,-192606
23323640,2025-09-09 06:07:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5208621461939817930613504,-192606
23323640,2025-09-09 06:07:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5208621461939817930613504,-192606
23323644,2025-09-09 06:08:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5208621750216240159677259,-192606
23323644,2025-09-09 06:08:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5208621461939817930613504,-192606
23323665,2025-09-09 06:12:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5208618683583616414553693,-192606
23323665,2025-09-09 06:12:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5208618901478591802434853,-192606
23323700,2025-09-09 06:19:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5219106006482918259475036,-192565
23323724,2025-09-09 06:24:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5219106006482918259475036,-192565
23323733,2025-09-09 06:26:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5219106291577574950984651,-192565
23323733,2025-09-09 06:26:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5219106010963180686640284,-192565
23323741,2025-09-09 06:27:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5219106291577574950984651,-192565
23323744,2025-09-09 06:28:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5219106504006257050481022,-192565
23323744,2025-09-09 06:28:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5219106291577574950984651,-192565
23323759,2025-09-09 06:31:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5219106506885672782479309,-192565
23323805,2025-09-09 06:40:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5228783650021784767158946,-192528
23323806,2025-09-09 06:40:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5228783848201351408309724,-192528
23323806,2025-09-09 06:40:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5228783650021784767158946,-192528
23323806,2025-09-09 06:40:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5228783650021784767158946,-192528
23323807,2025-09-09 06:40:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229036562399960066284015,-192527
23323823,2025-09-09 06:44:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229131942397633117427433,-192527
23323827,2025-09-09 06:44:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229131942397633117427433,-192527
23323847,2025-09-09 06:48:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5230033226959822833074151,-192524
23323850,2025-09-09 06:49:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5230033226959822833074151,-192524
23323871,2025-09-09 06:53:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5232576255799044482371881,-192514
23323909,2025-09-09 07:01:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5232732824475632217571528,-192513
23323912,2025-09-09 07:01:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5232732824475632217571528,-192513
23323919,2025-09-09 07:03:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5232732824475632217571528,-192513
23323928,2025-09-09 07:05:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5233017555380171923584225,-192512
23323928,2025-09-09 07:05:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5233017188340956230257000,-192512
23323972,2025-09-09 07:13:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5234164786777183735672044,-192508
23323981,2025-09-09 07:15:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5234164786777183735672044,-192508
23324037,2025-09-09 07:27:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5236332046667482595569311,-192499
23324116,2025-09-09 07:43:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5239307056036129948410332,-192488
23324116,2025-09-09 07:43:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5236332274440890379295618,-192499
23324116,2025-09-09 07:43:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5236332274440890379295618,-192499
23324117,2025-09-09 07:43:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5239307056036129948410332,-192488
23324131,2025-09-09 07:46:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5234969788738080600439833,-192505
23324131,2025-09-09 07:46:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5234969788738080600439833,-192505
23324131,2025-09-09 07:46:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5234969788738080600439833,-192505
23324131,2025-09-09 07:46:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5234969788738080600439833,-192505
23324131,2025-09-09 07:46:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5234969788738080600439833,-192505
23324131,2025-09-09 07:46:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5234969788738080600439833,-192505
23324131,2025-09-09 07:46:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5236005537526101501060101,-192501
23324131,2025-09-09 07:46:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5236005537526101501060101,-192501
23324131,2025-09-09 07:46:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5236005537526101501060101,-192501
23324131,2025-09-09 07:46:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5236005537526101501060101,-192501
23324131,2025-09-09 07:46:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5236005537526101501060101,-192501
23324131,2025-09-09 07:46:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5236087726176783130532378,-192500
23324131,2025-09-09 07:46:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5236232705310298461979921,-192500
23324136,2025-09-09 07:47:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5232124039889552162745727,-192516
23324169,2025-09-09 07:53:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5231901144737723371053367,-192516
23324169,2025-09-09 07:53:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5231901031992897035668492,-192516
23324229,2025-09-09 08:05:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5231901477140269232664809,-192516
23324229,2025-09-09 08:05:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5231901358560311693507795,-192516
23324233,2025-09-09 08:06:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5231901477140269232664809,-192516
23324280,2025-09-09 08:16:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5231901387814210807397611,-192516
23324282,2025-09-09 08:16:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5231901387814210807397611,-192516
23324302,2025-09-09 08:20:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229928571134836091543014,-192524
23324308,2025-09-09 08:21:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229928571134836091543014,-192524
23324485,2025-09-09 08:57:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229462659288474611061401,-192526
23324604,2025-09-09 09:20:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229464016305231848340460,-192526
23324621,2025-09-09 09:24:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229464098258788210411956,-192526
23324680,2025-09-09 09:36:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229483752447205234323519,-192526
23324696,2025-09-09 09:39:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229483752447205234323519,-192526
23324751,2025-09-09 09:50:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229483736824060337422919,-192526
23324768,2025-09-09 09:53:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229483736824060337422919,-192526
23324911,2025-09-09 10:22:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229483613486565778600120,-192526
23324955,2025-09-09 10:31:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229255226442102827296960,-192526
23324956,2025-09-09 10:31:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229255226442102827296960,-192526
23324978,2025-09-09 10:35:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229220323012679174050197,-192527
23325024,2025-09-09 10:44:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229220323012679174050197,-192527
23325243,2025-09-09 11:28:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229202306993487307260815,-192527
23325273,2025-09-09 11:34:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229195150820921700668483,-192527
23325397,2025-09-09 11:59:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5229201314739694113354244,-192527
23325418,2025-09-09 12:03:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5221683226315370448631370,-192555
23325568,2025-09-09 12:34:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5227765045776727554217518,-192532
23325629,2025-09-09 12:46:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5227765045776727554217518,-192532
23325770,2025-09-09 13:14:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5220834183158802166947009,-192559
23325831,2025-09-09 13:26:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5218747453758435192815980,-192567
23325948,2025-09-09 13:50:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5223573198819741680832550,-192548
23325964,2025-09-09 13:53:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5223573203646004812921071,-192548
23325964,2025-09-09 13:53:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5223573268043128493506098,-192548
23325964,2025-09-09 13:53:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5223573268043128493506098,-192548
23325964,2025-09-09 13:53:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5223573226878001026004056,-192548
23326010,2025-09-09 14:02:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5216843208476290503474876,-192574
23326011,2025-09-09 14:02:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5216241890022142780449474,-192576
23326029,2025-09-09 14:06:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5207743272380322772635496,-192609
23326052,2025-09-09 14:11:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5207743456655376597919118,-192609
23326077,2025-09-09 14:16:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5209491794893140000810530,-192602
23326108,2025-09-09 14:22:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5209493126674235042147883,-192602
23326183,2025-09-09 14:37:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5194577938818501188462918,-192660
23326227,2025-09-09 14:46:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5194229599143998339127481,-192661
23326251,2025-09-09 14:50:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5194229599143998339127481,-192661
23326261,2025-09-09 14:52:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5194229599143998339127481,-192661
23326267,2025-09-09 14:54:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5194229599143998339127481,-192661
23326284,2025-09-09 14:57:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5194229239674014193415777,-192661
23326284,2025-09-09 14:57:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5194229599143998339127481,-192661
23326316,2025-09-09 15:04:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5194228774949934245599882,-192661
23326316,2025-09-09 15:04:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5194229239674014193415777,-192661
23326321,2025-09-09 15:05:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5194228774949934245599882,-192661
23326351,2025-09-09 15:11:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5190561244754464183471368,-192675
23326351,2025-09-09 15:11:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5190561244754464183471368,-192675
23326359,2025-09-09 15:12:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5190561244754464183471368,-192675
23326623,2025-09-09 16:05:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189400893696090486509535,-192680
23326654,2025-09-09 16:11:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189402711617255309277889,-192680
23326686,2025-09-09 16:18:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189403307472012951880523,-192680
23326693,2025-09-09 16:19:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189403307472012951880523,-192680
23326736,2025-09-09 16:28:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189402839986634946069340,-192680
23326800,2025-09-09 16:41:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189402839986634946069340,-192680
23326962,2025-09-09 17:14:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189349628856216673850977,-192680
23327080,2025-09-09 17:37:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189349314069710745906489,-192680
23327202,2025-09-09 18:02:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189339371323494518755160,-192680
23327219,2025-09-09 18:05:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189340240131873091322273,-192680
23327272,2025-09-09 18:16:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189335851638494671977785,-192680
23327295,2025-09-09 18:20:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189336446164710182868504,-192680
23327309,2025-09-09 18:23:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189320148080338465755651,-192680
23327337,2025-09-09 18:29:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189314729278708162533384,-192680
23327354,2025-09-09 18:32:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189314729278708162533384,-192680
23327354,2025-09-09 18:32:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189314729278708162533384,-192680
23327357,2025-09-09 18:33:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189314729278708162533384,-192680
23327362,2025-09-09 18:34:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189314729278708162533384,-192680
23327393,2025-09-09 18:40:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189314733000615628095637,-192680
23327451,2025-09-09 18:52:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189310365155552569020013,-192680
23327455,2025-09-09 18:52:59.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189310365155552569020013,-192680
23327462,2025-09-09 18:54:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189295726735477193546598,-192680
23327575,2025-09-09 19:17:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189304706499637097449955,-192680
23327587,2025-09-09 19:19:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189314074823861555960850,-192680
23327740,2025-09-09 19:50:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189323880292430929846756,-192680
23327838,2025-09-09 20:09:47.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189333650555623410039650,-192680
23327875,2025-09-09 20:17:11.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189333650555623410039650,-192680
23327922,2025-09-09 20:26:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189298561217510472023532,-192680
23327981,2025-09-09 20:38:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189284577826642627855485,-192680
23327991,2025-09-09 20:40:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5189281365917454169772083,-192680
23328121,2025-09-09 21:06:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5192960025274232731047566,-192666
23328121,2025-09-09 21:06:23.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5192959978134763740830472,-192666
23328152,2025-09-09 21:12:35.000 UTC,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,0,5199075005080422385753517,-192642
