pool_address,pool_symbol,base_pool_symbol,fee_tier_pct,deposit_amount_usd,is_pair_toggled,range_percentage,apr_percentage
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,0.5,390.11996723928536
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,1.0,220.22534218473035
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,1.5,153.5269755758997
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,2.0,117.90294786561053
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,2.5,95.73933874941231
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,3.0,80.61886521306778
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,3.5,69.64414376064883
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,4.0,61.31537045321757
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,4.5,54.778333678747074
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,5.0,49.51079374008503
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,5.5,45.17549604608807
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,6.0,41.54492849373371
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,6.5,38.46004184874349
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,7.0,35.806299243944004
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,7.5,33.49912259142599
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,8.0,31.474698584975364
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,8.5,29.683974741294445
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,9.0,28.088624751301527
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,9.5,26.65826860908097
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,10.0,25.368514678217807
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,WBTC/USDT (0.05%),WBTC/USDT,0.0005,100000,False,10.5,24.199553481057375
