liquidityNet,price0,price1,tickIdx
1215469655379844,0.000000000000000000000000000000000000002939544628336670031698378204689082,340188745685363564484273285553137100000,-887270
0,0.000000000000000000000000000000000000002942485496112896546477456124094651,339848743968671120505409564884146600000,-887260
0,0.000000000000000000000000000000000000002954278418582885262890650958806081,338492131855223783697272027725930700000,-887220
0,0.000000000000000000000000000310977209673212864975243453313279,3215669730430855362016176095.872559,-633410
0,0.0000000000000000000000001799441132830874075271678130598684,5557280989941603322457227.417027547,-569800
0,0.0000000000000000000000004501588290685401834249726975346343,2221438157881253554601692.423402484,-560630
0,0.000000000000000000000003639115661377971176292548171378192,274792035497257181325756.7278254871,-539730
1245533609,0.00000000000000000001000004406388801028637721858338356,99999559363061514807.28851207247648,-460540
0,0.00000000000000000002944533527964901094451030595959125,33961236661181601678.09677257491474,-449740
6358317621614,0.00000000000000000006000932131141747023060848044379489,16664077815686583804.42065151198278,-442620
63223513052754,0.0000000000000000001000304217325846097893772223750505,9996958751941890493.774395192154862,-437510
-63223289278865,0.0000000000000000001001304971800127255611052126237936,9986967289318645828.354849440005785,-437500
130318420066,0.0000000000000000009996040641431475715491984630912174,1000396092684148719.852500763708141,-414490
0,0.000000000000000005581837322564353421802801262084676,179152480126488122.8324980693538863,-397290
179674682,0.000000000000000008000467621608963293399619823852065,124992693839424768.9823446535213271,-393690
126471795785980,0.000000000000000009959123277777480590556506135261608,100410444986796484.6494011220005262,-391500
90420692223850,0.000000000000000009999037550537377159417827388360015,100009625421024357.6469826329652432,-391460
-126470694262680,0.00000000000000001000904108885490678944968804305394,99909670778902345.94663233359158225,-391450
99406555363,0.00000000000000001666754299568961230280454816777178,59996845381386426.55383974825672687,-386350
226822774458,0.00000000000000003998160798648992669937530399710888,25011500296283911.40149720703845457,-377600
43619348309753,0.00000000000000005001927088041736272207020443517949,19992294617623102.01627551843316336,-375360
343399871151,0.00000000000000008002866238734156974847029706230312,12495523105958768.43860827627751615,-370660
-6358317621614,0.00000000000000009297934306015295923740640418123974,10755077064300726.32107062612187589,-369160
39912552177603106,0.0000000000000001000203535814544673266492206788803,9997965056038530.017892097451939471,-368430
-39987931518903744,0.0000000000000001001204189561995765577582100145268,9987972587664434.651129513304073251,-368420
8270629723728899,0.0000000000000001009245543548407548222480446670692,9908391534572437.831114354265973072,-368340
-8270629723728899,0.0000000000000001021428834470295154445040449333201,9790207269002661.579823225945709926,-368220
-11008854224907,0.000000000000000149957729708895497601843397702224,6668545875836102.139613262451778928,-364380
0,0.0000000000000001719745675670820532195009107404583,5814813284004510.642662023576277793,-363010
94412475338839,0.0000000000000002000043374177967852512527664416284,4999891566906678.512384162621452769,-361500
11564714902,0.0000000000000002221457734964827711767396294111645,4501548619451150.514703092093244543,-360450
0,0.0000000000000002225904873737992258997005649487241,4492554968535948.395896222023715725,-360430
0,0.0000000000000002273140755268748612444950675432253,4399199643410432.452505619028141775,-360220
0,0.0000000000000002326026199794248408964040958951632,4299177713855743.608894928311600695,-359990
0,0.0000000000000002380142043377165592889200175637418,4201429922144930.235338807992851443,-359760
0,0.0000000000000002408874360438409250103479543523719,4151316550266251.505228196723235297,-359640
0,0.0000000000000002437953524884667153062410816757632,4101800915369406.960758516927093797,-359520
0,0.0000000000000002452624481357151654125315752499877,4077265017947848.680277704780942999,-359460
0,0.0000000000000002457534393103561121680061978129247,4069119043893111.231654176101062144,-359440
0,0.0000000000000002459993033682097320992432087855473,4065052161969776.9325454512492385,-359430
158183178897396,0.0000000000000002499667487822056247942629569274471,4000532090255305.865051897659711526,-359270
0,0.0000000000000002512196495238995454629536761900078,3980580348293440.075821063312529466,-359220
0,0.0000000000000002517225664267935952992894578840752,3972627540689013.988218924321368136,-359200
0,0.0000000000000002527314226178400048231263906674314,3956769560515310.500833651270533225,-359160
0,0.000000000000000254506659897742618854596991593877,3929170263763575.622134429107694141,-359090
0,0.0000000000000002575789832772348370330628447268034,3882304321869653.44922458625353591,-358970
0,0.0000000000000002596477758428137187581814490730938,3851371330850077.210665872368631488,-358890
0,0.0000000000000002627821611373892925536754937500404,3805433350847488.479504895952047947,-358770
0,0.0000000000000002630450615820385720955476521529114,3801630009648060.632276459071187315,-358760
0,0.0000000000000002667534048667249392953100774936284,3748780640680552.765409937503207279,-358620
0,0.0000000000000002697037419119292434401669243977792,3707772064677346.193022224415015733,-358510
0,0.000000000000000270243662140455713660489415949183,3700364301162640.000328308212895104,-358490
0,0.0000000000000002724141733833285242607958523324856,3670880951531279.622930810269350303,-358410
0,0.000000000000000274053489489809153623921951764019,3648922704329169.327063072578494188,-358350
0,0.0000000000000002743276663362614077443937369436351,3645275787729825.368766907818243122,-358340
0,0.0000000000000002776392625957269613122227104124242,3601796052369253.821369490044727243,-358220
0,0.0000000000000002793100219006186728667408993246115,3580251052917142.017586299965487937,-358160
16760536414,0.0000000000000002798691729520103153753229822300283,3573098063828101.029248243219075422,-358140
0,0.0000000000000002807099990388049102165576158369558,3562395366834658.310957068016847621,-358110
70403963293303,0.0000000000000002812719527060261401972527881106029,3555278051648323.469759704426476499,-358090
6054507822046147,0.000000000000000285808270913313404415946099706632,3498849059911577.273654904391873486,-357930
0,0.000000000000000288103792149259969434165892875613,3470971320925629.908862060606971997,-357850
0,0.0000000000000002889693579476949539280334904692878,3460574529777671.133613740901537123,-357820
0,0.0000000000000002898375242122530370262792116121847,3450208880709602.966020187524495968,-357790
0,0.0000000000000002921654071306770451271163820994248,3422718691514116.300194242671224016,-357710
0,0.0000000000000002924577040473069160424629795280177,3419297854565129.060405649796839125,-357700
