close,date,feesUSD,high,low,open,tvlUSD,volumeUSD
0.0002875177113932136959295006926523365,1752796800,102765.0561067608410573996021061362,0.0002887335408306285941457421032732682,0.00027204088613223898082696907996967,0.0002875177113932136959295006926523365,112190395.9330028540327504489199516,205530112.2135216821147992042122703
0.0002963341048648100282722493254990317,1752710400,137318.2708122389351523077612063502,0.0003017489368908992485846946811735334,0.000283738408527482893247099336048891,0.0002963341048648100282722493254990317,112027700.2699831456038357666212595,274636541.6244778703046155224126976
0.0003185248894311006919774752168852422,1752624000,100855.4432786802292414368757825189,0.0003222957783318422415488853500477549,0.0002919157678491200004064691338765643,0.0003185248894311006919774752168852422,111030317.0075146326635428018084942,201710886.5573604584828737515650354
0.0003317525029625448223945590476806005,1752537600,126884.7543833203902755825329333154,0.000340756993190683472580751857267333,0.0003181493305161213435328393214088588,0.0003317525029625448223945590476806005,108876997.4094612447315396081910472,253769508.7666407805511650658666366
0.0003363319742342816812978802134625887,1752451200,86042.18157259019723053830796015798,0.0003371706029797663029109672160356057,0.0003244616395062819944391081255922745,0.0003363319742342816812978802134625887,106061055.3401424104647570704231093,172084363.1451803944610766159203137
0.0003397670600307125509655034727702247,1752364800,46167.71031182065758837645153746167,0.0003402897168547411039662965641322651,0.000331133319492911914542817480048327,0.0003397670600307125509655034727702247,104434261.0390247417009407878084054,92335420.62364131517675290307492332
0.0003380279757625324657606249796720784,1752278400,48560.43686713531390880066879144716,0.0003440359848342568278354908537928138,0.0003356417182046149947123239423527959,0.0003380279757625324657606249796720784,103255578.6564050379739228764130956,97120873.73427062781760133758289507
0.0003387941467965611394873507684852553,1752192000,89238.0627359700022951887562529732,0.0003429554979906523639495304685714563,0.0003289251799371872311988722001809318,0.0003387941467965611394873507684852553,103221432.3946373953426833092314852,178476125.4719400045903775125059523
0.000361013397984664475034736403552657,1752105600,102327.4763001152662947120650506114,0.0003626167029300584780214833792113657,0.0003329406130496916335219701326897372,0.000361013397984664475034736403552657,108574157.288590942831821460137194,204654952.6002305325894241301012222
0.0003822908161891447924384525034358256,1752019200,93558.28978898983340697500508947924,0.0003858096939759004970198508402048453,0.0003578677766303257373749696926168736,0.0003822908161891447924384525034358256,112515477.7616463960958701800532534,187116579.5779796668139500101789594
0.0003931686908974600292891894335220335,1751932800,57410.94976177175154769622929776665,0.0003960172778874111986602773527098707,0.0003806838082830864835397838173121315,0.0003931686908974600292891894335220335,108888283.2471569266625553416468895,114821899.5235435030953924585955317
0.0003888299116634760273568884980135987,1751846400,66961.29014709852780110674889143435,0.0003973675627218597977281590762531319,0.0003861387851597108044407811791018066,0.0003888299116634760273568884980135987,107454123.7641285157939389010951824,133922580.2941970556022134977828684
0.0003972628550579557141344146995740731,1751760000,49394.13784432082539458846083191933,0.0003991267441763316049246097154855968,0.0003839828994739761379875279202429691,0.0003972628550579557141344146995740731,106463035.213567137592173746282902,98788275.68864165078917692166383901
0.0003987074495789369412563282615630787,1751673600,25950.15872049996699982377039194273,0.0004016718008441378905076011035567844,0.0003953793120346383825013689596884785,0.0003987074495789369412563282615630787,103948103.5751112977673480288084965,51900317.44099993399964754078388664
0.0003859548895975719837892380392275939,1751587200,58988.32465284281528360754432363503,0.0004038194480854439588780692690506909,0.0003842383148493659782268190067236747,0.0003859548895975719837892380392275939,103129112.1763684654293406571007513,117976649.3056856305672150886472712
0.0003889199347742075544449227522336808,1751500800,82143.97165253948228695015082473114,0.0003908348788546872790247182730973048,0.0003794808693461514545062642504221323,0.0003889199347742075544449227522336808,104461466.1915323749128970638458692,164287943.3050789645739003016494647
0.0004156936954208900108590604150906761,1751414400,68530.58569524642472136393395468381,0.0004206736283023247444389810301925681,0.0003818029280830780296551188767767095,0.0004156936954208900108590604150906761,101518875.8343943074884175655154843,137061171.3904928494427278679093634
