block,timestamp,base_fee_wei
45402127,1777593601,5000000
45407127,1777603601,5000000
45412127,1777613601,5000000
45417127,1777623601,5000000
45422127,1777633601,5000000
45427127,1777643601,5000000
45432127,1777653601,5000000
45437127,1777663601,5000000
45442127,1777673601,5000000
45447127,1777683601,5000000
45452127,1777693601,5000000
45457127,1777703601,5000000
45462127,1777713601,5000000
45467127,1777723601,5000000
45472127,1777733601,5000000
45477127,1777743601,5000000
45482127,1777753601,5000000
45487127,1777763601,5000000
45492127,1777773601,5000000
45497127,1777783601,5000000
45502127,1777793601,5000000
45507127,1777803601,5000000
45512127,1777813601,5000000
45517127,1777823601,5000000
45522127,1777833601,5000000
45527127,1777843601,5000000
45532127,1777853601,5000000
45537127,1777863601,5000000
45542127,1777873601,5000000
45547127,1777883601,5000000
45552127,1777893601,5000000
45557127,1777903601,5000000
45562127,1777913601,5000000
45567127,1777923601,5000000
45572127,1777933601,5000000
45577127,1777943601,5000000
45582127,1777953601,5000000
45587127,1777963601,5000000
45592127,1777973601,5000000
45597127,1777983601,5000000
45602127,1777993601,5000000
45607127,1778003601,5000000
45612127,1778013601,5000000
45617127,1778023601,5000000
45622127,1778033601,5000000
45627127,1778043601,5000000
45632127,1778053601,5000000
45637127,1778063601,5000000
45642127,1778073601,5000000
45647127,1778083601,5000000
45652127,1778093601,5000000
45657127,1778103601,5000000
45662127,1778113601,5000000
45667127,1778123601,5000000
45672127,1778133601,5000000
45677127,1778143601,5000000
45682127,1778153601,5000000
45687127,1778163601,5000000
45692127,1778173601,5000000
45697127,1778183601,5000000
45702127,1778193601,5000000
45707127,1778203601,5000000
45712127,1778213601,5000000
45717127,1778223601,5000000
45722127,1778233601,5000000
45727127,1778243601,5000000
45732127,1778253601,5000000
45737127,1778263601,5000000
45742127,1778273601,5000000
45747127,1778283601,5000000
45752127,1778293601,5000000
45757127,1778303601,5000000
45762127,1778313601,5000000
45767127,1778323601,5000000
45772127,1778333601,5000000
45777127,1778343601,5000000
45782127,1778353601,5000000
45787127,1778363601,5000000
45792127,1778373601,5000000
45797127,1778383601,5000000
45802127,1778393601,5000000
45807127,1778403601,5000000
45812127,1778413601,5000000
45817127,1778423601,5000000
45822127,1778433601,5000000
45827127,1778443601,5000000
45832127,1778453601,5000000
45837127,1778463601,5000000
45842127,1778473601,5000000
45847127,1778483601,5000000
45852127,1778493601,5000000
45857127,1778503601,5000000
45862127,1778513601,5000000
45867127,1778523601,5000000
45872127,1778533601,5000000
45877127,1778543601,5000000
45882127,1778553601,5000000
45887127,1778563601,5000000
45892127,1778573601,5000000
45897127,1778583601,5000000
45902127,1778593601,5000000
45907127,1778603601,5000000
45912127,1778613601,5000000
45917127,1778623601,5000000
45922127,1778633601,5000000
45927127,1778643601,5000000
45932127,1778653601,5000000
45937127,1778663601,5000000
45942127,1778673601,5000000
45947127,1778683601,5000000
45952127,1778693601,5000000
45957127,1778703601,5000000
45962127,1778713601,5000000
45967127,1778723601,5000000
45972127,1778733601,5000000
45977127,1778743601,5000000
45982127,1778753601,5000000
45987127,1778763601,5050434
45992127,1778773601,5000000
45997127,1778783601,5000000
46002127,1778793601,5000000
46007127,1778803601,5000000
46012127,1778813601,5000000
46017127,1778823601,5000000
46022127,1778833601,5000000
46027127,1778843601,5000000
46032127,1778853601,5000000
46037127,1778863601,5000944
46042127,1778873601,5000000
46047127,1778883601,5000000
46052127,1778893601,5000000
46057127,1778903601,5000000
46062127,1778913601,5000000
46067127,1778923601,5000000
46072127,1778933601,5000000
46077127,1778943601,5000000
46082127,1778953601,5000000
46087127,1778963601,5000000
46092127,1778973601,5000000
46097127,1778983601,5000000
46102127,1778993601,5000000
46107127,1779003601,5000000
46112127,1779013601,5000000
46117127,1779023601,5000000
46122127,1779033601,5000000
46127127,1779043601,5000000
46132127,1779053601,5000000
46137127,1779063601,5000000
46142127,1779073601,5000000
46147127,1779083601,5000000
46152127,1779093601,5000000
46157127,1779103601,5000000
46162127,1779113601,5000000
46167127,1779123601,5000000
46172127,1779133601,5000000
46177127,1779143601,5000000
46182127,1779153601,5000000
46187127,1779163601,5000000
46192127,1779173601,5000000
46197127,1779183601,5000000
46202127,1779193601,5000000
46207127,1779203601,5000000
46212127,1779213601,5000000
46217127,1779223601,5000000
46222127,1779233601,5000000
46227127,1779243601,5000000
46232127,1779253601,5000000
46237127,1779263601,5000000
46242127,1779273601,5000000
46247127,1779283601,5000000
46252127,1779293601,5000000
46257127,1779303601,5000000
46262127,1779313601,5000000
46267127,1779323601,5000000
46272127,1779333601,5000000
46277127,1779343601,5000000
46282127,1779353601,5000000
46287127,1779363601,5000000
46292127,1779373601,5000000
46297127,1779383601,5000000
46302127,1779393601,5000000
46307127,1779403601,5000000
46312127,1779413601,5000000
46317127,1779423601,5000000
46322127,1779433601,5000000
46327127,1779443601,5000000
46332127,1779453601,5000000
46337127,1779463601,5000000
46342127,1779473601,5000000
46347127,1779483601,5000000
46352127,1779493601,6463307
46357127,1779503601,5000000
46362127,1779513601,5000000
46367127,1779523601,8016420
46372127,1779533601,5000000
46377127,1779543601,5000000
46382127,1779553601,5000000
46387127,1779563601,5000000
46392127,1779573601,5000000
46397127,1779583601,5000000
46402127,1779593601,5000000
46407127,1779603601,5000000
46412127,1779613601,5000000
46417127,1779623601,5000000
46422127,1779633601,5000000
46427127,1779643601,5000000
46432127,1779653601,5000000
46437127,1779663601,5000000
46442127,1779673601,5000000
46447127,1779683601,5000000
46452127,1779693601,5000000
46457127,1779703601,5000000
46462127,1779713601,5000000
46467127,1779723601,5000000
46472127,1779733601,5000000
46477127,1779743601,5000000
46482127,1779753601,5000000
46487127,1779763601,5000000
46492127,1779773601,5000000
46497127,1779783601,5000000
46502127,1779793601,5000000
46507127,1779803601,5000000
46512127,1779813601,5000000
46517127,1779823601,5000000
46522127,1779833601,5000000
46527127,1779843601,5000000
46532127,1779853601,5000000
46537127,1779863601,5000000
46542127,1779873601,5000000
46547127,1779883601,5000000
46552127,1779893601,5000000
46557127,1779903601,5000000
46562127,1779913601,5000000
46567127,1779923601,5000000
46572127,1779933601,5000000
46577127,1779943601,5000000
46582127,1779953601,5000000
46587127,1779963601,5000000
46592127,1779973601,5000000
46597127,1779983601,5000000
46602127,1779993601,5000000
46607127,1780003601,5000000
46612127,1780013601,5000000
46617127,1780023601,5000000
46622127,1780033601,5000000
46627127,1780043601,5000000
46632127,1780053601,5000000
46637127,1780063601,5000000
46642127,1780073601,5000000
46647127,1780083601,5000000
46652127,1780093601,5000000
46657127,1780103601,5000000
46662127,1780113601,5000000
46667127,1780123601,5000000
46672127,1780133601,5000000
46677127,1780143601,5000000
46682127,1780153601,5000000
46687127,1780163601,5000000
46692127,1780173601,5000000
46697127,1780183601,5000000
46702127,1780193601,5000000
46707127,1780203601,5000000
46712127,1780213601,5000000
46717127,1780223601,5000000
46722127,1780233601,5000000
46727127,1780243601,5000000
46732127,1780253601,5000000
46737127,1780263601,5000000
46741326,1780271999,5000000
