block,timestamp,base_fee_wei
46741327,1780272001,5000000
46746327,1780282001,5000000
46751327,1780292001,5000000
46756327,1780302001,5000000
46761327,1780312001,5000000
46766327,1780322001,5615171
46771327,1780332001,5000000
46776327,1780342001,5000000
46781327,1780352001,5000000
46786327,1780362001,5000000
46791327,1780372001,5000000
46796327,1780382001,5000000
46801327,1780392001,5000000
46806327,1780402001,5120045
46811327,1780412001,5525366
46816327,1780422001,5000000
46821327,1780432001,5000000
46826327,1780442001,5000000
46831327,1780452001,5000000
46836327,1780462001,5000000
46841327,1780472001,5000000
46846327,1780482001,5000000
46851327,1780492001,5000000
46856327,1780502001,5000000
46861327,1780512001,5000000
46866327,1780522001,5000000
46871327,1780532001,21268159
46876327,1780542001,5000000
46881327,1780552001,5000000
46886327,1780562001,5000000
46891327,1780572001,5000000
46896327,1780582001,5000000
46901327,1780592001,5000000
46906327,1780602001,5001381
46911327,1780612001,5000000
46916327,1780622001,5000000
46921327,1780632001,5000000
46926327,1780642001,29423562
46931327,1780652001,5000000
46936327,1780662001,5000000
46941327,1780672001,36634222
46946327,1780682001,5000000
46951327,1780692001,5000000
46956327,1780702001,5000000
46961327,1780712001,5000000
46966327,1780722001,5000000
46971327,1780732001,5000000
46976327,1780742001,6146187
46981327,1780752001,5000000
46986327,1780762001,5000000
46991327,1780772001,5000000
46996327,1780782001,5000000
47001327,1780792001,5000000
47006327,1780802001,5000000
47011327,1780812001,5000000
47016327,1780822001,5016313
47021327,1780832001,5000000
47026327,1780842001,5000000
47031327,1780852001,5000000
47036327,1780862001,5000000
47041327,1780872001,5000000
47046327,1780882001,5000000
47051327,1780892001,5000000
47056327,1780902001,5000000
47061327,1780912001,5000000
47066327,1780922001,5000000
47071327,1780932001,5000000
47076327,1780942001,5000000
47081327,1780952001,5000000
47086327,1780962001,5000000
47091327,1780972001,5000000
47096327,1780982001,5000000
47101327,1780992001,5000000
47106327,1781002001,5000000
47111327,1781012001,5000000
47116327,1781022001,5032354
47121327,1781032001,5000000
47126327,1781042001,5000000
47131327,1781052001,5000000
47136327,1781062001,5000000
47141327,1781072001,5000000
47146327,1781082001,5000000
47151327,1781092001,5000000
47156327,1781102001,5000000
47161327,1781112001,5000000
47166327,1781122001,5000000
47171327,1781132001,5000000
47176327,1781142001,5000000
47181327,1781152001,5000000
47186327,1781162001,5117579
47191327,1781172001,5000000
47196327,1781182001,5000000
47201327,1781192001,5000000
47206327,1781202001,5000000
47211327,1781212001,5000000
47216327,1781222001,5000772
47221327,1781232001,5000000
47226327,1781242001,5000000
47231327,1781252001,5000000
47236327,1781262001,5000000
47241327,1781272001,5000000
47246327,1781282001,5000000
47251327,1781292001,5000000
47256327,1781302001,5000000
47261327,1781312001,5000000
47266327,1781322001,5000000
47271327,1781332001,5000000
47276327,1781342001,5000000
47281327,1781352001,5000000
47286327,1781362001,5000000
47291327,1781372001,5000000
47296327,1781382001,5000000
47301327,1781392001,5000000
47306327,1781402001,5000000
47311327,1781412001,5000000
47316327,1781422001,5000000
47321327,1781432001,5000000
47326327,1781442001,5000000
47331327,1781452001,5000000
47336327,1781462001,5000000
47341327,1781472001,5101702
47346327,1781482001,5000000
47351327,1781492001,5000000
47356327,1781502001,5000000
47361327,1781512001,5000000
47366327,1781522001,5000000
47371327,1781532001,5000000
47376327,1781542001,5011762
47381327,1781552001,5000000
47386327,1781562001,5000000
47391327,1781572001,5000000
47396327,1781582001,5000000
47401327,1781592001,5000000
47406327,1781602001,5000000
47411327,1781612001,5000000
47416327,1781622001,5000000
47421327,1781632001,5000000
47426327,1781642001,5000000
47431327,1781652001,5000000
47436327,1781662001,5000000
47441327,1781672001,5000000
47446327,1781682001,5000000
47451327,1781692001,5000000
47456327,1781702001,5000000
47461327,1781712001,5000000
47466327,1781722001,5000000
47471327,1781732001,5000000
47476327,1781742001,5000000
47481327,1781752001,5000000
47486327,1781762001,5000000
47491327,1781772001,5000000
47496327,1781782001,5000000
47501327,1781792001,5000000
47506327,1781802001,5000000
47511327,1781812001,5000000
47516327,1781822001,5000000
47521327,1781832001,5000000
47526327,1781842001,5000000
47531327,1781852001,5000000
47536327,1781862001,5000000
47541327,1781872001,5000000
47546327,1781882001,5000000
47551327,1781892001,5000000
47556327,1781902001,5000000
47561327,1781912001,5000000
47566327,1781922001,5000000
47571327,1781932001,5000000
47576327,1781942001,5000000
47581327,1781952001,5000000
47586327,1781962001,5000000
47591327,1781972001,5000000
47596327,1781982001,5000000
47601327,1781992001,5000000
47606327,1782002001,5000000
47611327,1782012001,5000000
47616327,1782022001,5000000
47621327,1782032001,5000000
47626327,1782042001,5000000
47631327,1782052001,5000000
47636327,1782062001,5000000
47641327,1782072001,5000000
47646327,1782082001,5000000
47651327,1782092001,11683750
47656327,1782102001,5000000
47661327,1782112001,5000000
47666327,1782122001,5000000
47671327,1782132001,5000000
47676327,1782142001,5000000
47681327,1782152001,5000000
47686327,1782162001,5000000
47691327,1782172001,5000000
47696327,1782182001,5000000
47701327,1782192001,5000000
47706327,1782202001,5000000
47711327,1782212001,5000000
47716327,1782222001,5000000
47721327,1782232001,5000000
47726327,1782242001,5000000
47731327,1782252001,5000000
47736327,1782262001,5000000
47741327,1782272001,5000000
47746327,1782282001,5000000
47751327,1782292001,5000000
47756327,1782302001,5381617
47761327,1782312001,5310241
47766327,1782322001,248931222
47771327,1782332001,5000000
47776327,1782342001,5000000
47781327,1782352001,5000000
47786327,1782362001,5000000
47791327,1782372001,5000000
47796327,1782382001,5000000
47801327,1782392001,5000000
47806327,1782402001,5000000
47811327,1782412001,5000000
47816327,1782422001,5000000
47821327,1782432001,5000000
47826327,1782442001,5000000
47831327,1782452001,5000000
47836327,1782462001,5000000
47841327,1782472001,5000000
47846327,1782482001,22480406
47851327,1782492001,5000000
47856327,1782502001,5000000
47861327,1782512001,5000000
47866327,1782522001,5000000
47871327,1782532001,5000000
47876327,1782542001,5000000
47881327,1782552001,5000000
47886327,1782562001,5000000
47891327,1782572001,5000000
47896327,1782582001,5000000
47901327,1782592001,5000000
47906327,1782602001,5000000
47911327,1782612001,5000000
47916327,1782622001,5000000
47921327,1782632001,5000000
47926327,1782642001,5000000
47931327,1782652001,5000000
47936327,1782662001,5000000
47941327,1782672001,5000000
47946327,1782682001,5000000
47951327,1782692001,5000000
47956327,1782702001,5000000
47961327,1782712001,5000000
47966327,1782722001,5000000
47971327,1782732001,5000000
47976327,1782742001,5000000
47981327,1782752001,5000000
47986327,1782762001,5000000
47991327,1782772001,5000000
47996327,1782782001,5000000
48001327,1782792001,5000000
48006327,1782802001,5000000
48011327,1782812001,5000000
48016327,1782822001,5000000
48021327,1782832001,7416178
48026327,1782842001,5000000
48031327,1782852001,5000000
48036327,1782862001,5000000
48037326,1782863999,5000000
