block,timestamp,base_fee_wei
48752327,1784294001,5000000
48757327,1784304001,5000000
48762327,1784314001,5000000
48767327,1784324001,5000000
48772327,1784334001,5000000
48777327,1784344001,5000000
48782327,1784354001,5000000
48787327,1784364001,5000000
48792327,1784374001,5000000
48797327,1784384001,5000000
48802327,1784394001,5000000
48807327,1784404001,5000000
48812327,1784414001,5000000
48817327,1784424001,5000000
48822327,1784434001,5000000
48827327,1784444001,5000000
48832327,1784454001,5000000
48837327,1784464001,5000000
48842327,1784474001,5000000
48847327,1784484001,5000000
48852327,1784494001,5000000
48857327,1784504001,5000000
48862327,1784514001,5000000
48867327,1784524001,5000000
48872327,1784534001,5000000
48877327,1784544001,5000000
48882327,1784554001,5000000
48887327,1784564001,5000000
48892327,1784574001,5000000
48897327,1784584001,5000000
48902327,1784594001,5000000
48907327,1784604001,5000000
48912327,1784614001,5000000
48917327,1784624001,5000000
48922327,1784634001,5000000
48927327,1784644001,5000000
48932327,1784654001,5000000
48937327,1784664001,5000000
48942327,1784674001,5000000
48947327,1784684001,5000000
48952327,1784694001,5000000
48957327,1784704001,5000000
48962327,1784714001,5000000
48967327,1784724001,5000000
48972327,1784734001,5000000
48977327,1784744001,5000000
48982327,1784754001,5000000
48987327,1784764001,5000000
48992327,1784774001,5000000
48997327,1784784001,5000000
49002327,1784794001,5000000
49007327,1784804001,5000000
49012327,1784814001,5000000
49017327,1784824001,5000000
49022327,1784834001,5000000
49027327,1784844001,5000000
49032327,1784854001,5000000
49037327,1784864001,5000000
49042327,1784874001,5000000
49047327,1784884001,5000000
49052327,1784894001,5000000
49057327,1784904001,5000000
49062327,1784914001,5000000
49067327,1784924001,5000000
49072327,1784934001,5000000
49077327,1784944001,5000000
49082327,1784954001,5000000
49087327,1784964001,5000000
49092327,1784974001,5000000
49097327,1784984001,5015229
49102327,1784994001,5000000
49107327,1785004001,5000000
49112327,1785014001,5000000
49117327,1785024001,5000000
49122327,1785034001,5000000
49127327,1785044001,5000000
49132327,1785054001,5000000
49137327,1785064001,5000000
49142327,1785074001,5000000
49147327,1785084001,5000000
49152327,1785094001,5000000
49157327,1785104001,5000000
49162327,1785114001,5000000
49167327,1785124001,5000000
49172327,1785134001,5000000
49177327,1785144001,5000000
49182327,1785154001,5000000
49187327,1785164001,5000000
49192327,1785174001,5000000
49197327,1785184001,5000000
49202327,1785194001,8350384
49207327,1785204001,5000000
49212327,1785214001,5000000
49217327,1785224001,5000000
49222327,1785234001,5000000
49227327,1785244001,5000000
49232327,1785254001,5000000
49237327,1785264001,5000000
49242327,1785274001,5000000
49247327,1785284001,5000000
49252327,1785294001,5000000
49257327,1785304001,5000000
49262327,1785314001,5000000
49267327,1785324001,5000000
49272327,1785334001,5000000
49277327,1785344001,5000000
49282327,1785354001,5000000
49287327,1785364001,5000000
49292327,1785374001,5000000
49297327,1785384001,5000000
49302327,1785394001,5000000
49307327,1785404001,5000000
49312327,1785414001,5000000
49317327,1785424001,5000000
49322327,1785434001,5000000
49327327,1785444001,5000000
49332327,1785454001,5000000
49337327,1785464001,5000000
49342327,1785474001,5000000
49347327,1785484001,5000000
49352327,1785494001,5000000
49357327,1785504001,5000000
49362327,1785514001,5000000
49367327,1785524001,5000000
49372327,1785534001,5000000
49376526,1785542399,5000000
