final_pv,pnl,initial_capital,cash_pct,oor_pct,trade_count,enter_count,recenter_count,same_width_recenter_count,exit_count,gross_fee_carry_usd,raw_swing_pnl_usd,raw_boundary_il_last_usd,raw_boundary_il_abs_max_usd,hedge_accounting_mode,steps,cum_reward,cum_reward_usd,lp_fee_usd,funding_cost_usd,tx_cost_usd,hedge_pnl_usd,lp_value_change_usd,il_realized_usd,time_in_range_pct,time_oor_pct,time_cash_pct,masked_invalid_actions,n_hold,n_go_cash_requested,n_stay_cash,n_entries,rebalance_count,episode_kind,episode_id,policy,start_idx,end_idx,start_ts,end_ts
988.0694892924098,-11.930510707590201,1000.0,0.1371742112482853,99.45130315500685,1,1,0,0,0,-1.2500074047164582,-10.680503302873698,-199.0800552093798,222.96249327901273,continuous_delta_hedged,729,-0.011930510707590153,-11.930510707590157,2.0654259264216948,2.9854333311381533,0.33,374.57674945554265,-385.25725275841637,0.0,0.411522633744856,99.45130315500685,0.1371742112482853,0,728,0,0,1,1,episode,1,always_in_w10_no_recenter,1919,2649,2026-01-19 18:00:00+00:00,2026-02-19 03:00:00+00:00
1023.5836120758786,23.58361207587859,1000.0,0.1371742112482853,23.18244170096022,170,1,169,169,0,926.375351892593,-902.7917398167125,-2.60919661836067,26.23060910690083,continuous_delta_hedged,729,0.023583612075880542,23.583612075880538,987.5392615292136,2.160502739780435,59.003406896840126,441.7981162102277,-1344.5898560269402,0.0,76.6803840877915,23.18244170096022,0.1371742112482853,0,559,0,0,1,170,episode,1,always_in_w20,1919,2649,2026-01-19 18:00:00+00:00,2026-02-19 03:00:00+00:00
1207.112418175115,207.11241817511495,1000.0,0.1371742112482853,70.78189300411523,517,1,516,516,0,1606.1881800770748,-1399.0757619019614,-0.9915351196416395,35.4673213184235,continuous_delta_hedged,729,0.2071124181751134,207.1124181751136,1801.9605035896334,2.0781835973447933,193.6941399152135,930.0255318583054,-2329.1012937602663,0.0,29.080932784636488,70.78189300411523,0.1371742112482853,0,212,0,0,1,517,episode,1,always_in_w4,1919,2649,2026-01-19 18:00:00+00:00,2026-02-19 03:00:00+00:00
1181.7597658743084,181.7597658743084,1000.0,0.1371742112482853,59.12208504801097,432,1,431,431,0,1505.477477181018,-1323.717711306711,-0.7566800151450934,31.656800245323893,continuous_delta_hedged,729,0.18175976587430684,181.75976587430688,1668.4579910086773,2.1270113907430552,160.85350243691636,853.5204441162787,-2177.2381554229896,0.0,40.74074074074074,59.12208504801097,0.1371742112482853,0,297,0,0,1,432,episode,1,always_in_w6,1919,2649,2026-01-19 18:00:00+00:00,2026-02-19 03:00:00+00:00
1000.0,0.0,1000.0,100.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,continuous_delta_hedged,729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0,729,0,0,episode,1,always_cash,1919,2649,2026-01-19 18:00:00+00:00,2026-02-19 03:00:00+00:00
1068.7817904731548,68.78179047315484,1000.0,23.73113854595336,56.92729766803841,434,14,407,0,13,1295.2089880875037,-1226.4271976143498,-0.8779075630870921,33.697711986374316,continuous_delta_hedged,729,0.0687817904731539,68.7817904731539,1453.2081983355563,1.5199131401998456,156.4792971078525,0.0,0.0,0.0,19.34156378600823,56.92729766803841,23.73113854595336,0,136,0,159,14,421,episode,1,paper_w4_threshold,1919,2649,2026-01-19 18:00:00+00:00,2026-02-19 03:00:00+00:00
1368.3420326392318,368.3420326392318,1000.0,8.093278463648835,53.77229080932785,334,53,228,228,53,887.4917109972594,-519.1496783580283,-0.22117281329065008,30.124881908078805,continuous_delta_hedged,729,0.3683420326392312,368.3420326392312,1015.1672982993771,2.037286130395647,125.63830117172199,512.9956875344832,-1032.1453658925116,0.0,38.13443072702332,53.77229080932785,8.093278463648835,0,389,53,6,53,281,episode,2,shipped_dqn,2649,3379,2026-02-19 04:00:00+00:00,2026-03-21 13:00:00+00:00
1464.8457679156986,464.8457679156986,1000.0,0.1371742112482853,38.40877914951989,281,1,280,280,0,1127.69280433999,-662.8470364242895,-0.08271369891122049,24.507686438620794,continuous_delta_hedged,729,0.4648457679157006,464.84576791570055,1240.681133548452,2.2746616362819663,110.71366757217996,505.0505779807304,-1167.8976144050198,0.0,61.45404663923183,38.40877914951989,0.1371742112482853,0,448,0,0,1,281,episode,2,always_in_w10,2649,3379,2026-02-19 04:00:00+00:00,2026-03-21 13:00:00+00:00
1059.3268115944302,59.32681159443018,1000.0,0.1371742112482853,87.37997256515774,1,1,0,0,0,160.78329930796286,-101.456487713533,-38.783084884724076,82.74266691649336,continuous_delta_hedged,729,0.059326811594429874,59.32681159442987,162.25719769001273,1.1438983820498612,0.33,-102.33618365939599,0.8796959458629772,0.0,12.482853223593965,87.37997256515774,0.1371742112482853,0,728,0,0,1,1,episode,2,always_in_w10_no_recenter,2649,3379,2026-02-19 04:00:00+00:00,2026-03-21 13:00:00+00:00
1287.6269681076112,287.6269681076112,1000.0,0.1371742112482853,18.244170096021946,134,1,133,133,0,727.7244342942032,-440.0974661865928,-1.5815424354648258,21.428816734485963,continuous_delta_hedged,729,0.2876269681076104,287.6269681076104,779.4887392366985,2.190352966258386,49.57395197623695,290.32639637815794,-730.4238625647507,0.0,81.61865569272977,18.244170096021946,0.1371742112482853,0,595,0,0,1,134,episode,2,always_in_w20,2649,3379,2026-02-19 04:00:00+00:00,2026-03-21 13:00:00+00:00
1726.2418136105362,726.2418136105362,1000.0,0.1371742112482853,68.99862825788752,504,1,503,503,0,1567.465766643606,-841.223953033067,-0.0071999366919044405,29.956098185876726,continuous_delta_hedged,729,0.726241813610539,726.241813610539,1787.4400726703589,2.39439199299359,217.57991403375917,966.2772080543475,-1807.5011610874144,0.0,30.864197530864196,68.99862825788752,0.1371742112482853,0,225,0,0,1,504,episode,2,always_in_w4,2649,3379,2026-02-19 04:00:00+00:00,2026-03-21 13:00:00+00:00
1620.528240263792,620.528240263792,1000.0,0.1371742112482853,56.24142661179698,411,1,410,410,0,1383.6236393685647,-763.0953991047726,-0.15238845345083973,23.953947817347853,continuous_delta_hedged,729,0.6205282402637922,620.5282402637922,1556.7989918545886,2.360114308268173,170.8152381777556,781.8701966052454,-1544.965595710018,0.0,43.62139917695473,56.24142661179698,0.1371742112482853,0,318,0,0,1,411,episode,2,always_in_w6,2649,3379,2026-02-19 04:00:00+00:00,2026-03-21 13:00:00+00:00
1000.0,0.0,1000.0,100.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,continuous_delta_hedged,729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0,729,0,0,episode,2,always_cash,2649,3379,2026-02-19 04:00:00+00:00,2026-03-21 13:00:00+00:00
1305.2962681909937,305.2962681909937,1000.0,57.06447187928669,30.589849108367627,247,17,213,0,17,695.9364717256519,-390.6402035346563,0.0,17.866769224294785,continuous_delta_hedged,729,0.30529626819099565,305.29626819099565,788.5139006849365,0.8660666187416386,91.71136234054288,0.0,0.0,0.0,12.345679012345679,30.589849108367627,57.06447187928669,0,83,0,399,17,230,episode,2,paper_w4_threshold,2649,3379,2026-02-19 04:00:00+00:00,2026-03-21 13:00:00+00:00
1144.5615039392278,144.5615039392278,1000.0,9.602194787379972,33.19615912208505,253,70,114,114,69,426.0336004522807,-281.47209651305434,-5.669999299541814,32.79537554543606,continuous_delta_hedged,729,0.14456150393922634,144.56150393922636,517.207857824008,1.7649427496612926,89.40931462206598,193.75550596287957,-475.22760247593396,0.0,57.20164609053497,33.19615912208505,9.602194787379972,0,476,69,0,70,184,episode,3,shipped_dqn,3379,4109,2026-03-21 14:00:00+00:00,2026-04-20 23:00:00+00:00
1227.7315200118373,227.73152001183735,1000.0,0.1371742112482853,28.12071330589849,206,1,205,205,0,655.8265348797555,-428.09501486791623,-0.7583231118901494,20.83784315237574,continuous_delta_hedged,729,0.22773152001183933,227.73152001183928,734.2095777666266,2.2264810548254212,76.15656183204577,347.2986101730608,-775.393625040977,0.0,71.74211248285323,28.12071330589849,0.1371742112482853,0,523,0,0,1,206,episode,3,always_in_w10,3379,4109,2026-03-21 14:00:00+00:00,2026-04-20 23:00:00+00:00
1051.2264780205005,51.22647802050051,1000.0,0.1371742112482853,93.14128943758574,1,1,0,0,0,87.53036881740911,-36.30389079690859,-34.57090524546061,60.898292385537616,continuous_delta_hedged,729,0.05122647802050053,51.22647802050054,89.78205254429155,1.921683726882429,0.33,-37.413116479889375,1.1092256829807638,0.0,6.721536351165981,93.14128943758574,0.1371742112482853,0,728,0,0,1,1,episode,3,always_in_w10_no_recenter,3379,4109,2026-03-21 14:00:00+00:00,2026-04-20 23:00:00+00:00
1121.7991220971073,121.79912209710733,1000.0,0.1371742112482853,11.659807956104252,86,1,85,85,0,416.57892982574896,-294.7798077286415,-2.3806697975101088,19.934089573656706,continuous_delta_hedged,729,0.12179912209710747,121.79912209710746,448.9567697896431,2.222158412882232,30.15568155101187,155.78021675972667,-450.5600244883682,0.0,88.20301783264746,11.659807956104252,0.1371742112482853,0,643,0,0,1,86,episode,3,always_in_w20,3379,4109,2026-03-21 14:00:00+00:00,2026-04-20 23:00:00+00:00
1404.2763846278797,404.2763846278797,1000.0,0.1371742112482853,58.8477366255144,430,1,429,429,0,938.3340637259429,-534.057679098062,-2.0974567657920034,26.809403883777577,continuous_delta_hedged,729,0.4042763846278809,404.27638462788093,1110.110278523604,2.3216095293922825,169.45460526826895,702.5728327955998,-1236.6305118936616,0.0,41.01508916323731,58.8477366255144,0.1371742112482853,0,299,0,0,1,430,episode,3,always_in_w4,3379,4109,2026-03-21 14:00:00+00:00,2026-04-20 23:00:00+00:00
1330.2874244385434,330.28742443854344,1000.0,0.1371742112482853,46.09053497942387,337,1,336,336,0,823.8052796975792,-493.5178552590377,-1.3690673659291406,24.185613376332185,continuous_delta_hedged,729,0.33028742443854164,330.2874244385417,956.1798510920453,2.325596879340183,130.0489745151258,551.1572653093308,-1044.6751205683686,0.0,53.77229080932785,46.09053497942387,0.1371742112482853,0,392,0,0,1,337,episode,3,always_in_w6,3379,4109,2026-03-21 14:00:00+00:00,2026-04-20 23:00:00+00:00
1000.0,0.0,1000.0,100.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,continuous_delta_hedged,729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0,729,0,0,episode,3,always_cash,3379,4109,2026-03-21 14:00:00+00:00,2026-04-20 23:00:00+00:00
1185.1288428851876,185.12884288518762,1000.0,60.90534979423868,23.593964334705074,204,21,162,0,21,397.9400897432895,-212.8112468581014,0.0,22.92343266296598,continuous_delta_hedged,729,0.1851288428851881,185.12884288518808,470.34095193113734,0.7916379116444805,71.6092242762034,0.0,0.0,0.0,15.500685871056241,23.593964334705074,60.90534979423868,0,102,0,423,21,183,episode,3,paper_w4_threshold,3379,4109,2026-03-21 14:00:00+00:00,2026-04-20 23:00:00+00:00
1078.0784344743906,78.07843447439063,1000.0,22.770919067215363,19.753086419753085,398,166,66,66,166,214.8271022723793,-136.74866779798694,-0.14107513288308837,20.90228437191331,continuous_delta_hedged,729,0.07807843447439236,78.07843447439237,345.1915145436416,1.2926599144012734,129.071752356861,141.001363776908,-277.75003157489493,0.0,57.475994513031544,19.753086419753085,22.770919067215363,0,331,166,0,166,232,rolling,0,shipped_dqn,1189,1919,2025-12-20 08:00:00+00:00,2026-01-19 17:00:00+00:00
1254.7316401496003,254.73164014960025,1000.0,0.1371742112482853,22.08504801097394,162,1,161,161,0,456.241992537651,-201.51035238805179,-0.24164350797127554,22.574465998872483,continuous_delta_hedged,729,0.2547316401495992,254.7316401495992,516.9001782571473,2.092415505045813,58.56577021445045,294.97395673997147,-496.48430912802326,0.0,77.77777777777779,22.08504801097394,0.1371742112482853,0,567,0,0,1,162,rolling,0,always_in_w10,1189,1919,2025-12-20 08:00:00+00:00,2026-01-19 17:00:00+00:00
1041.2183761752617,41.21837617526171,1000.0,0.1371742112482853,84.0877914951989,1,1,0,0,0,79.0603691757425,-37.84199300048095,-30.96764844611448,53.378389597019805,continuous_delta_hedged,729,0.041218376175261556,41.218376175261554,80.56345919436949,1.1730900186269881,0.33,-38.65552514513974,0.8135321446587795,0.0,15.775034293552812,84.0877914951989,0.1371742112482853,0,728,0,0,1,1,rolling,0,always_in_w10_no_recenter,1189,1919,2025-12-20 08:00:00+00:00,2026-01-19 17:00:00+00:00
1164.3523172154678,164.3523172154678,1000.0,0.1371742112482853,7.818930041152264,58,1,57,57,0,300.5546234931834,-136.20230627771562,-0.11267067023140953,16.228126693308468,continuous_delta_hedged,729,0.1643523172154677,164.3523172154677,322.9521497034775,1.9807112051479656,20.416815005146226,114.4383312458078,-250.64063752352342,0.0,92.04389574759945,7.818930041152264,0.1371742112482853,0,671,0,0,1,58,rolling,0,always_in_w20,1189,1919,2025-12-20 08:00:00+00:00,2026-01-19 17:00:00+00:00
1405.1538072241367,405.1538072241367,1000.0,0.1371742112482853,50.34293552812071,368,1,367,367,0,682.4877780634861,-277.33397083934665,-0.8714706193266011,17.66500059219993,continuous_delta_hedged,729,0.4051538072241394,405.1538072241394,822.7362622651058,2.0524513412075116,138.1960328604122,523.9621763006979,-801.2961471400446,0.0,49.519890260631,50.34293552812071,0.1371742112482853,0,361,0,0,1,368,rolling,0,always_in_w4,1189,1919,2025-12-20 08:00:00+00:00,2026-01-19 17:00:00+00:00
1346.658078744291,346.65807874429106,1000.0,0.1371742112482853,36.07681755829904,264,1,263,263,0,600.9689111710765,-254.3108324267846,-1.2172177964562252,16.4024365374612,continuous_delta_hedged,729,0.3466580787442918,346.65807874429174,701.4718304861285,2.0331922020261577,98.46972711302597,393.81299158917784,-648.1238240159624,0.0,63.78600823045267,36.07681755829904,0.1371742112482853,0,465,0,0,1,264,rolling,0,always_in_w6,1189,1919,2025-12-20 08:00:00+00:00,2026-01-19 17:00:00+00:00
1090.5503580636396,90.55035806363958,1000.0,25.514403292181072,20.98765432098765,452,186,81,81,185,221.55902926162642,-131.0086711979866,-0.7139241330708046,24.02275587358008,continuous_delta_hedged,729,0.09055035806363985,90.55035806363985,373.19348219640676,1.420023975131506,150.21442895964884,260.22169305484306,-391.23036425282965,0.0,53.49794238683128,20.98765432098765,25.514403292181072,0,277,185,0,186,267,rolling,1,shipped_dqn,1357,2087,2025-12-27 08:00:00+00:00,2026-01-26 17:00:00+00:00
1291.107532803114,291.10753280311405,1000.0,0.1371742112482853,24.005486968449933,176,1,175,175,0,516.611440068343,-225.50390726522932,-0.8452184955933717,23.69043548107038,continuous_delta_hedged,729,0.29110753280311363,291.1075328031136,584.1554103889582,2.232535169131176,65.31143515148412,420.44282443380837,-645.9467316990376,0.0,75.85733882030178,24.005486968449933,0.1371742112482853,0,553,0,0,1,176,rolling,1,always_in_w10,1357,2087,2025-12-27 08:00:00+00:00,2026-01-26 17:00:00+00:00
1043.1377487745767,43.13774877457672,1000.0,0.1371742112482853,87.65432098765432,1,1,0,0,0,87.70391387806087,-44.56616510348407,-3.3477618081846003,67.43935269217741,continuous_delta_hedged,729,0.0431377487745768,43.13774877457681,88.39642665358623,0.3625127755253531,0.33,-37.28781286805871,-7.278352235425359,0.0,12.208504801097392,87.65432098765432,0.1371742112482853,0,728,0,0,1,1,rolling,1,always_in_w10_no_recenter,1357,2087,2025-12-27 08:00:00+00:00,2026-01-26 17:00:00+00:00
1175.3301264976649,175.33012649766488,1000.0,0.1371742112482853,10.150891632373114,75,1,74,74,0,334.40466565752547,-159.07453915985997,-0.6655408183682994,21.15401144998077,continuous_delta_hedged,729,0.1753301264976655,175.3301264976655,363.31788355610183,1.961919168875402,26.951298729701023,247.03208314046623,-406.1066223003262,0.0,89.7119341563786,10.150891632373114,0.1371742112482853,0,654,0,0,1,75,rolling,1,always_in_w20,1357,2087,2025-12-27 08:00:00+00:00,2026-01-26 17:00:00+00:00
1439.8899783369764,439.88997833697636,1000.0,0.1371742112482853,53.086419753086425,388,1,387,387,0,755.6533430409892,-315.7633647040128,-1.8367820847499843,32.44888690912626,continuous_delta_hedged,729,0.4398899783369763,439.88997833697636,908.016964536622,2.093651000362166,150.26997049527074,703.4572519216631,-1019.2206166256759,0.0,46.776406035665296,53.086419753086425,0.1371742112482853,0,341,0,0,1,388,rolling,1,always_in_w4,1357,2087,2025-12-27 08:00:00+00:00,2026-01-26 17:00:00+00:00
1380.8200931254646,380.8200931254646,1000.0,0.1371742112482853,39.36899862825789,288,1,287,287,0,659.4015299339844,-278.5814368085174,-1.449186707153558,28.051008047789082,continuous_delta_hedged,729,0.38082009312546705,380.820093125467,771.9588992500381,2.0691432223129196,110.4882260937408,573.6134071737054,-852.1948439822227,0.0,60.49382716049383,39.36899862825789,0.1371742112482853,0,441,0,0,1,288,rolling,1,always_in_w6,1357,2087,2025-12-27 08:00:00+00:00,2026-01-26 17:00:00+00:00
1141.862845496226,141.8628454962261,1000.0,18.792866941015088,27.160493827160494,363,137,90,90,136,378.7991316350815,-236.93628613885443,-4.6838977141305804e-11,29.82749920526794,continuous_delta_hedged,729,0.14186284549622705,141.86284549622704,504.53875365866975,1.5114579478534813,124.2281640757348,398.34407807616975,-635.2803642150242,0.0,54.046639231824415,27.160493827160494,18.792866941015088,0,366,136,0,137,227,rolling,2,shipped_dqn,1525,2255,2026-01-03 08:00:00+00:00,2026-02-02 17:00:00+00:00
1346.5814033214128,346.58140332141284,1000.0,0.1371742112482853,29.35528120713306,215,1,214,214,0,745.9508169289754,-399.369413607566,-5.547917680814862e-11,22.437816932259693,continuous_delta_hedged,729,0.3465814033214094,346.5814033214094,829.7735021643707,2.2293286647390604,81.59335657065631,733.9925903729754,-1133.3620039805414,0.0,70.50754458161865,29.35528120713306,0.1371742112482853,0,514,0,0,1,215,rolling,2,always_in_w10,1525,2255,2026-01-03 08:00:00+00:00,2026-02-02 17:00:00+00:00
1028.8869881467274,28.88698814672739,1000.0,0.1371742112482853,88.47736625514403,1,1,0,0,0,63.41849671280008,-34.53150856607268,-125.98293960292222,156.14249192221575,continuous_delta_hedged,729,0.028886988146727396,28.886988146727393,65.58179754466778,1.833300831867696,0.33,199.12577159592792,-233.65728016200057,0.0,11.385459533607682,88.47736625514403,0.1371742112482853,0,728,0,0,1,1,rolling,2,always_in_w10_no_recenter,1525,2255,2026-01-03 08:00:00+00:00,2026-02-02 17:00:00+00:00
1202.996239044183,202.99623904418308,1000.0,0.1371742112482853,14.12894375857339,104,1,103,103,0,506.96670618642236,-303.9704671422377,-1.2050804798491299e-11,21.174689803368892,continuous_delta_hedged,729,0.20299623904418465,202.99623904418465,547.2257526036077,2.0978633726709828,38.1611830445144,470.38023022741265,-774.3506973696503,0.0,85.73388203017832,14.12894375857339,0.1371742112482853,0,625,0,0,1,104,rolling,2,always_in_w20,1525,2255,2026-01-03 08:00:00+00:00,2026-02-02 17:00:00+00:00
1531.9305027517464,531.9305027517464,1000.0,0.1371742112482853,59.12208504801097,432,1,431,431,0,1052.2339793553524,-520.3034766036048,-1.8985701899509877e-10,34.11011938781121,continuous_delta_hedged,729,0.5319305027517476,531.9305027517476,1228.415928189176,2.1882328727483236,173.99371596107505,1077.5195827773507,-1597.8230593809558,0.0,40.74074074074074,59.12208504801097,0.1371742112482853,0,297,0,0,1,432,rolling,2,always_in_w4,1525,2255,2026-01-03 08:00:00+00:00,2026-02-02 17:00:00+00:00
1482.0195908538253,482.0195908538253,1000.0,0.1371742112482853,44.99314128943759,329,1,328,328,0,943.5228332840661,-461.5032424302418,-8.958522812463343e-11,29.406342481843694,continuous_delta_hedged,729,0.48201959085382423,482.01959085382424,1075.3644681301084,2.190354430277205,129.6512804157654,950.783748415153,-1412.2869908453947,0.0,54.86968449931413,44.99314128943759,0.1371742112482853,0,400,0,0,1,329,rolling,2,always_in_w6,1525,2255,2026-01-03 08:00:00+00:00,2026-02-02 17:00:00+00:00
892.9636640815486,-107.03633591845141,1000.0,19.34156378600823,33.882030178326474,386,141,105,105,140,594.8913879330911,-701.9277238515426,-5.156138835214165,38.66177531262383,continuous_delta_hedged,729,-0.1070363359184515,-107.03633591845139,730.4189928792734,1.6417637890425816,133.8858411571398,167.46271238721587,-869.3904362387584,0.0,46.776406035665296,33.882030178326474,19.34156378600823,0,343,140,0,141,246,rolling,3,shipped_dqn,1693,2423,2026-01-10 08:00:00+00:00,2026-02-09 17:00:00+00:00
1043.8952563860541,43.89525638605414,1000.0,0.1371742112482853,37.174211248285324,272,1,271,271,0,1176.8981651410306,-1133.002908754971,-6.027626792191995,29.00466603357313,continuous_delta_hedged,729,0.04389525638605954,43.89525638605957,1283.7046707669278,2.238243602364234,104.56826202353312,596.7610617984786,-1729.7639705534498,0.0,62.68861454046639,37.174211248285324,0.1371742112482853,0,457,0,0,1,272,rolling,3,always_in_w10,1693,2423,2026-01-10 08:00:00+00:00,2026-02-09 17:00:00+00:00
984.9372512173304,-15.062748782669587,1000.0,0.1371742112482853,96.02194787379973,1,1,0,0,0,14.251247351282073,-29.31399613395154,-182.70630878857548,240.91090995218985,continuous_delta_hedged,729,-0.015062748782669468,-15.062748782669466,16.801756643847195,2.2205092925651204,0.33,280.20269047173775,-309.5166866056893,0.0,3.840877914951989,96.02194787379973,0.1371742112482853,0,728,0,0,1,1,rolling,3,always_in_w10_no_recenter,1693,2423,2026-01-10 08:00:00+00:00,2026-02-09 17:00:00+00:00
976.731939349716,-23.268060650284042,1000.0,0.1371742112482853,20.301783264746227,149,1,148,148,0,826.8063441361633,-850.0744047864473,-8.528515781858914,27.15026175176604,continuous_delta_hedged,729,-0.02326806065028393,-23.26806065028393,882.5854848047861,2.1057458723313136,53.67339479629156,366.4024468970239,-1216.476851683471,0.0,79.56104252400549,20.301783264746227,0.1371742112482853,0,580,0,0,1,149,rolling,3,always_in_w20,1693,2423,2026-01-10 08:00:00+00:00,2026-02-09 17:00:00+00:00
1124.8101386173632,124.81013861736324,1000.0,0.1371742112482853,64.19753086419753,469,1,468,468,0,1519.9665302739827,-1395.1563916566242,-7.085622105359789,39.92155808014877,continuous_delta_hedged,729,0.12481013861735862,124.81013861735858,1710.3473503154505,2.232643746542293,188.1481762949254,849.1510031296126,-2244.3073947862367,0.0,35.66529492455419,64.19753086419753,0.1371742112482853,0,260,0,0,1,469,rolling,3,always_in_w4,1693,2423,2026-01-10 08:00:00+00:00,2026-02-09 17:00:00+00:00
