funding_time_ms,iso_utc,funding_rate_8h,mark_price
1645574400002,2022-02-23T00:00:00.002000+00:00,0.00002671,
1645603200005,2022-02-23T08:00:00.005000+00:00,0.00002689,
1645632000010,2022-02-23T16:00:00.010000+00:00,0.00003204,
1645660800008,2022-02-24T00:00:00.008000+00:00,0.00003616,
1645689600003,2022-02-24T08:00:00.003000+00:00,-0.00003650,
1645718400001,2022-02-24T16:00:00.001000+00:00,-0.00014252,
1645747200000,2022-02-25T00:00:00+00:00,0.00010000,
1645776000006,2022-02-25T08:00:00.006000+00:00,0.00008918,
1645804800001,2022-02-25T16:00:00.001000+00:00,-0.00008518,
1645833600004,2022-02-26T00:00:00.004000+00:00,0.00001622,
1645862400004,2022-02-26T08:00:00.004000+00:00,0.00010000,
1645891200007,2022-02-26T16:00:00.007000+00:00,0.00010000,
1645920000012,2022-02-27T00:00:00.012000+00:00,0.00007678,
1645948800000,2022-02-27T08:00:00+00:00,0.00010000,
1645977600000,2022-02-27T16:00:00+00:00,0.00010000,
1646006400000,2022-02-28T00:00:00+00:00,0.00010000,
1646035200001,2022-02-28T08:00:00.001000+00:00,0.00010000,
1646064000002,2022-02-28T16:00:00.002000+00:00,0.00010000,
1646092800002,2022-03-01T00:00:00.002000+00:00,0.00010000,
1646121600001,2022-03-01T08:00:00.001000+00:00,0.00010000,
1646150400000,2022-03-01T16:00:00+00:00,0.00010000,
1646179200000,2022-03-02T00:00:00+00:00,0.00010000,
1646208000000,2022-03-02T08:00:00+00:00,0.00010000,
1646236800002,2022-03-02T16:00:00.002000+00:00,0.00010000,
1646265600000,2022-03-03T00:00:00+00:00,0.00010000,
1646294400000,2022-03-03T08:00:00+00:00,0.00010000,
1646323200005,2022-03-03T16:00:00.005000+00:00,0.00010000,
1646352000018,2022-03-04T00:00:00.018000+00:00,0.00010000,
1646380800000,2022-03-04T08:00:00+00:00,0.00010000,
1646409600000,2022-03-04T16:00:00+00:00,0.00010000,
1646438400006,2022-03-05T00:00:00.006000+00:00,0.00008058,
1646467200004,2022-03-05T08:00:00.004000+00:00,0.00005409,
1646496000000,2022-03-05T16:00:00+00:00,0.00010000,
1646524800004,2022-03-06T00:00:00.004000+00:00,0.00010000,
1646553600000,2022-03-06T08:00:00+00:00,0.00010000,
1646582400013,2022-03-06T16:00:00.013000+00:00,0.00003999,
1646611200008,2022-03-07T00:00:00.008000+00:00,0.00010000,
1646640000006,2022-03-07T08:00:00.006000+00:00,0.00010000,
1646668800000,2022-03-07T16:00:00+00:00,0.00008056,
1646697600008,2022-03-08T00:00:00.008000+00:00,0.00009931,
1646726400002,2022-03-08T08:00:00.002000+00:00,-0.00003394,
1646755200000,2022-03-08T16:00:00+00:00,0.00010000,
1646784000008,2022-03-09T00:00:00.008000+00:00,0.00010000,
1646812800000,2022-03-09T08:00:00+00:00,0.00004607,
1646841600004,2022-03-09T16:00:00.004000+00:00,0.00010000,
1646870400000,2022-03-10T00:00:00+00:00,0.00010000,
1646899200017,2022-03-10T08:00:00.017000+00:00,0.00010000,
1646928000000,2022-03-10T16:00:00+00:00,0.00010000,
1646956800008,2022-03-11T00:00:00.008000+00:00,0.00010000,
1646985600000,2022-03-11T08:00:00+00:00,0.00010000,
1647014400001,2022-03-11T16:00:00.001000+00:00,0.00010000,
1647043200010,2022-03-12T00:00:00.010000+00:00,0.00010000,
1647072000001,2022-03-12T08:00:00.001000+00:00,0.00010000,
1647100800002,2022-03-12T16:00:00.002000+00:00,0.00010000,
1647129600008,2022-03-13T00:00:00.008000+00:00,0.00010000,
1647158400000,2022-03-13T08:00:00+00:00,0.00010000,
1647187200002,2022-03-13T16:00:00.002000+00:00,0.00008062,
1647216000014,2022-03-14T00:00:00.014000+00:00,0.00004688,
1647244800005,2022-03-14T08:00:00.005000+00:00,0.00005801,
1647273600002,2022-03-14T16:00:00.002000+00:00,0.00010000,
1647302400008,2022-03-15T00:00:00.008000+00:00,0.00010000,
1647331200000,2022-03-15T08:00:00+00:00,0.00010000,
1647360000006,2022-03-15T16:00:00.006000+00:00,0.00010000,
1647388800013,2022-03-16T00:00:00.013000+00:00,0.00010000,
1647417600000,2022-03-16T08:00:00+00:00,0.00010000,
1647446400008,2022-03-16T16:00:00.008000+00:00,0.00010000,
1647475200004,2022-03-17T00:00:00.004000+00:00,0.00010000,
1647504000000,2022-03-17T08:00:00+00:00,0.00010000,
1647532800004,2022-03-17T16:00:00.004000+00:00,0.00010000,
1647561600000,2022-03-18T00:00:00+00:00,0.00010000,
1647590400000,2022-03-18T08:00:00+00:00,0.00010000,
1647619200017,2022-03-18T16:00:00.017000+00:00,0.00010000,
1647648000008,2022-03-19T00:00:00.008000+00:00,0.00010000,
1647676800015,2022-03-19T08:00:00.015000+00:00,0.00010000,
