block,timestamp,base_fee_wei
25656293,1785542411,58478784
25657293,1785554459,50295991
25658293,1785566495,53643706
25659293,1785578519,42264876
25660293,1785590531,54235851
25661293,1785602543,36836370
25662293,1785614675,45638547
25663293,1785626675,38546612
25664293,1785638711,32275649
25665293,1785650723,34460719
25666293,1785662783,35908333
25667293,1785674843,39384710
25668293,1785686891,136611931
25669293,1785698903,47606912
25670293,1785710975,36834029
25671293,1785723071,57966443
25672293,1785735107,83601720
25673293,1785747179,121704047
25674293,1785759203,191964208
25675293,1785771227,143499191
25676293,1785783263,184008940
25677293,1785795263,122882530
25678293,1785807299,84415901
25679293,1785819371,114403882
25680293,1785831371,130729861
25681293,1785843407,129460605
25682293,1785855431,162252796
25683293,1785867443,312372295
25684293,1785879491,71524849
25685293,1785891539,38380116
25686293,1785903575,66613930
25687293,1785915623,117087184
25688293,1785927695,123560858
25689293,1785939731,225250007
25690293,1785951803,330059732
25691293,1785963803,197230650
25692293,1785975851,119490902
25693293,1785987875,83734165
25694293,1785999887,100182798
25695293,1786011911,125762574
25696293,1786023911,250340170
25697293,1786035935,270879023
25698293,1786047983,106643416
25699293,1786059983,105377173
25700293,1786072019,101227761
25701293,1786084067,115241231
25702293,1786096091,89155408
25703293,1786108151,212177246
25704293,1786120223,159719714
25705293,1786132295,85785148
25706293,1786144343,53644884
25707293,1786156403,33469558
25708293,1786168571,61548779
25709293,1786180655,64540890
25710293,1786192715,42952616
25711293,1786204751,62857206
25712293,1786216787,61700897
25713293,1786228847,65310394
25714293,1786240847,45570595
25715293,1786252871,60024235
25716293,1786264883,68541487
25717293,1786276955,68492359
25718293,1786288991,73926192
25719293,1786301015,84098064
25720293,1786313087,82379625
25721293,1786325147,82853047
25722293,1786337171,82816689
25723293,1786349207,85327249
25724293,1786361267,94482074
25725293,1786373315,111037782
25726293,1786385327,148133689
25727293,1786397387,85898891
25728293,1786409471,64133947
25729293,1786421567,42259823
25730293,1786433627,84697458
25731293,1786445711,59129183
25732293,1786457783,118163139
25733293,1786469867,123239932
25734293,1786481879,95704546
25735293,1786493915,91245812
25736293,1786505999,162602403
25737293,1786518155,109488099
25738293,1786530191,97863165
25739293,1786542215,101523726
25740293,1786554275,97088975
25741293,1786566311,119999065
25742293,1786578323,87927768
25743293,1786590335,68109261
25744293,1786602407,55281936
25745293,1786614419,73930554
25746293,1786626455,130363766
25747293,1786638467,107643891
25748293,1786650491,86007136
25749293,1786662515,67860619
25750293,1786674587,44227496
25751293,1786686623,44717189
25752293,1786698695,61819328
25753293,1786710731,101739249
25754293,1786722755,106811170
25755293,1786734803,95511152
25756293,1786746851,85271629
25757293,1786758935,40713976
25758293,1786770935,48341803
25759293,1786782959,45347644
25760293,1786795067,45228823
25761293,1786807115,52479902
25762293,1786819163,46256124
25763293,1786831235,39748430
25764293,1786843271,37213714
25765293,1786855319,43524366
25766293,1786867355,44456000
25767293,1786879367,64743106
25768293,1786891379,48129853
25769293,1786903379,44631527
25770293,1786915403,38334755
25771293,1786927439,35841836
25772293,1786939499,42507928
25773293,1786951547,50343845
25774293,1786963571,80061968
25775293,1786975607,98695877
25776293,1786987643,138961338
25777293,1786999715,92022492
25778293,1787011715,44982656
25779293,1787023763,42246823
25780293,1787035823,96912482
25781293,1787047859,53424937
25782293,1787059943,103922578
25783293,1787071991,126638672
25784293,1787084015,80797758
25785293,1787096027,62936336
25786293,1787108039,42003392
25787293,1787120075,43373232
25788293,1787132123,48887052
25789293,1787144171,130417016
25790293,1787156207,3888460597
25791293,1787168291,141600106
25792293,1787180303,279100195
25793293,1787192315,74902681
25794293,1787204339,38938171
25795293,1787216387,228424847
25796293,1787228471,382264396
25797293,1787240495,656795109
25798293,1787252507,208783724
25799293,1787264543,75630486
25800293,1787276567,98876689
25801293,1787288639,48839732
25802293,1787300663,600221927
25803293,1787312699,502117917
25804293,1787324735,550551399
25805293,1787336747,4431712970
25806293,1787348795,259164234
25807293,1787360819,112145694
25808293,1787372903,165023644
25809293,1787384939,146107183
25810293,1787396963,84942116
25811293,1787409035,101446814
25812293,1787421059,103470194
25813293,1787433179,94891418
25814293,1787445203,69442972
25815293,1787457251,287760914
25816293,1787469287,64506271
25817293,1787481311,52411737
25818293,1787493335,273009076
25819293,1787505383,145985608
25820293,1787517431,80210899
25821293,1787529455,44071247
25822293,1787541503,59642617
25823293,1787553539,59359460
25824293,1787565563,61582151
25825293,1787577587,331009751
25826293,1787589599,8865030775
25827293,1787601635,1425432704
25828293,1787613707,90558927
25829293,1787625767,100007706
25830293,1787637779,100126426
25831293,1787649839,101663300
25832293,1787661851,127188626
25833293,1787673947,331430542
25834293,1787685983,95500384
25835293,1787698007,50524495
25836293,1787710055,82236292
25837293,1787722091,42377400
25838293,1787734139,42278029
25839293,1787746163,63220577
25840293,1787758199,231555194
25841293,1787770259,122552119
25842293,1787782343,121169938
25843293,1787794391,46723852
25844293,1787806391,42890062
25845293,1787818463,109943626
25846293,1787830487,60952035
25847293,1787842511,233449555
25848293,1787854547,458724424
25849293,1787866559,107219253
25850009,1787875199,54041491
