block,timestamp,base_fee_wei
25383798,1782259715,256916420
25384798,1782271751,86170360
25385798,1782283859,93958697
25386798,1782295919,98055421
25387798,1782308051,557328486
25388798,1782320087,2059989285
25389798,1782332207,392607732
25390798,1782344243,118912724
25391798,1782356279,75652114
25392798,1782368315,115188484
25393798,1782380351,577756152
25394798,1782392411,303011985
25395798,1782404423,1281373846
25396798,1782416519,205688799
25397798,1782428591,167729742
25398798,1782440627,371626314
25399798,1782452711,127158119
25400798,1782464771,159414648
25401798,1782476807,255794036
25402798,1782488879,2151687295
25403798,1782500915,118037288
25404798,1782512963,64576070
25405798,1782524975,89659382
25406798,1782537047,108757898
25407798,1782549071,113613780
25408798,1782561131,114097258
25409798,1782573191,214994912
25410798,1782585227,86653582
25411798,1782597275,60129893
25412798,1782609311,63581218
25413798,1782621323,61738799
25414798,1782633347,63341412
25415798,1782645371,61176564
25416798,1782657383,73855717
25417798,1782669515,67916035
25418798,1782681575,61427638
25419798,1782693611,71633539
25420798,1782705671,62257768
25421798,1782717731,65284924
25422798,1782729767,63469549
25423798,1782741827,236319157
25424798,1782753911,558975541
25425798,1782765923,74289688
25426798,1782777983,60591673
25427798,1782789995,95820785
25428798,1782802067,65916303
25429798,1782814127,70861375
25430798,1782826199,333922804
25431798,1782838259,1007965429
25432798,1782850295,261894331
25433798,1782862319,66947811
25433938,1782863999,69221511
