block,timestamp,base_fee_wei
25218798,1780272011,112176445
25219798,1780284083,107516780
25220798,1780296095,148620125
25221798,1780308167,338522082
25222798,1780320203,412712902
25223798,1780332227,417816112
25224798,1780344275,222345752
25225798,1780356335,294415462
25226798,1780368359,140920612
25227798,1780380395,161294747
25228798,1780392467,209742328
25229798,1780404515,301923203
25230798,1780416575,2197319505
25231798,1780428623,597360584
25232798,1780440719,272081763
25233798,1780452755,142754667
25234798,1780464791,286081699
25235798,1780476887,250011133
25236798,1780488899,266802640
25237798,1780500971,1574003696
25238798,1780513055,283668261
25239798,1780525115,671805612
25240798,1780537175,590522610
25241798,1780549223,197828149
25242798,1780561283,564342971
25243798,1780573367,752194259
25244798,1780585475,690050404
25245798,1780597511,389135281
25246798,1780609607,275991285
25247798,1780621655,277160041
25248798,1780633739,333639686
25249798,1780645799,1098736014
25250798,1780657955,341932228
25251798,1780670003,5402865593
25252798,1780682027,783744498
25253798,1780694099,362583258
25254798,1780706159,142668115
25255798,1780718231,142066226
25256798,1780730267,163421409
25257798,1780742315,210590222
25258798,1780754327,150081715
25259798,1780766363,136602826
25260798,1780778363,117660479
25261798,1780790387,66528484
25262798,1780802483,75629627
25263798,1780814555,157356630
25264798,1780826639,117697141
25265798,1780838663,108910713
25266798,1780850735,115818453
25267798,1780862795,210390973
25268798,1780874819,117513635
25269798,1780886831,114276386
25270798,1780898855,130639234
25271798,1780910891,174138104
25272798,1780922963,283090958
25273798,1780934963,477625183
25274798,1780946999,589694147
25275798,1780959047,393963782
25276798,1780971119,96882472
25277798,1780983143,110886162
25278798,1780995215,126575195
25279798,1781007251,187656645
25280798,1781019275,409981886
25281798,1781031299,196215707
25282798,1781043347,146448469
25283798,1781055383,158868427
25284798,1781067407,134884874
25285798,1781079467,157208880
25286798,1781091479,163459358
25287798,1781103539,308561180
25288798,1781115611,178372810
25289798,1781127659,293190672
25290798,1781139719,229241855
25291798,1781151767,120476110
25292798,1781163827,132658700
25293798,1781175863,214091611
25294798,1781187899,180387589
25295798,1781199947,418386682
25296798,1781212019,154666946
25297798,1781224091,118391918
25298798,1781236103,131561291
25299798,1781248139,134517749
25300798,1781260211,122032129
25301798,1781272271,548693723
25302798,1781284319,317627142
25303798,1781296379,128635432
25304798,1781308427,129886859
25305798,1781320475,117152574
25306798,1781332535,115037173
25307798,1781344571,117677547
25308798,1781356583,116514224
25309798,1781368667,125303323
25310798,1781380727,129611868
25311798,1781392751,105492806
25312798,1781404787,123976361
25313798,1781416811,114272930
25314798,1781428883,113453486
25315798,1781441003,131083504
25316798,1781453039,161804076
25317798,1781465075,81799564
25318798,1781477099,62430861
25319798,1781489159,48538483
25320798,1781501159,65710653
25321798,1781513231,77388155
25322798,1781525255,166106308
25323798,1781537279,981973397
25324798,1781549339,187368125
25325798,1781561363,65347144
25326798,1781573375,69022898
25327798,1781585411,185443196
25328798,1781597447,113351992
25329798,1781609483,81794652
25330798,1781621519,319991434
25331798,1781633519,265547605
25332798,1781645531,59107710
25333798,1781657543,77181381
25334798,1781669579,111545609
25335798,1781681603,132794969
25336798,1781693627,146736345
25337798,1781705687,513821719
25338798,1781717735,194874706
25339798,1781729747,151502308
25340798,1781741759,144077522
25341798,1781753759,188929558
25342798,1781765819,124048246
25343798,1781777855,121607827
25344798,1781789891,400371128
25345798,1781801987,299409793
25346798,1781814035,166665865
25347798,1781826059,118248595
25348798,1781838083,122664215
25349798,1781850143,78146629
25350798,1781862155,91238547
25351798,1781874167,217271943
25352798,1781886227,231717182
25353798,1781898251,176817104
25354798,1781910311,177066946
25355798,1781922347,142489000
25356798,1781934383,146055772
25357798,1781946455,133277967
25358798,1781958479,211740641
25359798,1781970515,121506465
25360798,1781982575,108580077
25361798,1781994647,86704507
25362798,1782006683,62745936
25363798,1782018707,129762183
25364798,1782030815,121077090
25365798,1782042863,120660345
25366798,1782054935,111069796
25367798,1782066959,122168265
25368798,1782078983,114124405
25369798,1782091031,77301244
25370798,1782103127,108516099
25371798,1782115151,238744051
25372798,1782127175,145768432
25373798,1782139199,253014074
25374798,1782151235,186930913
25375798,1782163307,180295846
25376798,1782175331,163442094
25377798,1782187379,195884514
25378798,1782199415,180687579
25379798,1782211475,265500076
25380798,1782223571,465781495
25381798,1782235619,296249942
25382798,1782247679,174980808
